Speaker_Start,Speaker_Stop,Speaker,Subtitle_Start,Subtitle_End,Text,Global_ID,File,Group_id,C_Name
"03:49:33,000","03:49:33,799",33,"03:49:30,600","03:49:33,600","And with a good strong set of healthy teeth, too.",G05,1,group_15,Snuffkin
"03:49:34,200","03:49:36,200",33,"03:49:33,600","03:49:35,600","Oh, I'm so happy, nanny.",G05,1,group_15,Snuffkin
"03:49:47,000","03:49:47,600",10,"03:49:41,600","03:49:49,600","Oh, oh, oh.",,1,group_7,background_song
"03:49:49,000","03:49:49,600",10,"03:49:41,600","03:49:49,600","Oh, oh, oh.",,1,group_7,background_song
"03:49:50,299","03:49:51,100",10,"03:49:49,600","03:49:57,600","Oh, oh, oh, oh.",,1,group_7,background_song
"03:49:51,399","03:49:56,600",10,"03:49:49,600","03:49:57,600","Oh, oh, oh, oh.",,1,group_7,background_song
"03:49:59,100","03:49:59,500",13,"03:49:57,600","03:50:03,600","Oh, oh, oh, oh, oh, oh.",,1,group_4,Moomintroll
"03:49:59,500","03:49:59,600",10,"03:49:57,600","03:50:03,600","Oh, oh, oh, oh, oh, oh.",,1,group_7,background_song
"03:49:59,600","03:50:00,000",13,"03:49:57,600","03:50:03,600","Oh, oh, oh, oh, oh, oh.",,1,group_4,Moomintroll
"03:50:00,200","03:50:00,299",13,"03:49:57,600","03:50:03,600","Oh, oh, oh, oh, oh, oh.",,1,group_4,Moomintroll
"03:50:00,799","03:50:00,899",13,"03:49:57,600","03:50:03,600","Oh, oh, oh, oh, oh, oh.",,1,group_4,Moomintroll
"03:50:00,899","03:50:01,000",10,"03:49:57,600","03:50:03,600","Oh, oh, oh, oh, oh, oh.",,1,group_7,background_song
"03:50:01,000","03:50:01,100",13,"03:49:57,600","03:50:03,600","Oh, oh, oh, oh, oh, oh.",,1,group_4,Moomintroll
"03:50:03,299","03:50:04,700",10,"03:49:57,600","03:50:03,600","Oh, oh, oh, oh, oh, oh.",,1,group_7,background_song
"03:50:04,899","03:50:05,000",10,"03:50:03,600","03:50:06,600",And you?,,1,group_7,background_song
"03:50:06,799","03:50:10,799",10,"03:50:06,600","03:50:08,600","Stop laughing, you horrible child,",,1,group_7,background_song
"03:50:15,799","03:50:15,899",13,"03:50:15,600","03:50:17,600","What's so funny, huh?",,1,group_4,Moomintroll
"03:50:15,899","03:50:17,100",10,"03:50:15,600","03:50:17,600","What's so funny, huh?",,1,group_7,background_song
"03:50:17,000","03:50:22,100",13,"03:50:15,600","03:50:17,600","What's so funny, huh?",,1,group_4,Moomintroll
"03:51:05,200","03:51:07,899",43,"03:51:04,600","03:51:07,600",And so Ninny left Mum and House with Tiki.,,1,group_2,background_song
"03:51:08,700","03:51:11,899",43,"03:51:07,600","03:51:11,600","Now that she was completely visible and far from timid,",,1,group_2,background_song
"03:51:12,100","03:51:13,399",43,"03:51:11,600","03:51:13,600",she was ready for anything.,,1,group_2,background_song
"03:51:14,100","03:51:17,500",43,"03:51:13,600","03:51:17,600","Anything that is except seeing her aunt, she said.",,1,group_2,background_song
"03:54:50,100","03:54:52,899",43,"03:54:43,600","03:55:13,600",Snort Maiden is running as if the groke is chasing her. I don't think I've ever seen her run so fast. I wonder what's the matter? Perhaps something terrible has happened.,,1,group_2,background_song
"03:54:53,500","03:54:56,100",43,"03:54:43,600","03:55:13,600",Snort Maiden is running as if the groke is chasing her. I don't think I've ever seen her run so fast. I wonder what's the matter? Perhaps something terrible has happened.,,1,group_2,background_song
"03:55:03,200","03:55:04,299",43,"03:54:43,600","03:55:13,600",Snort Maiden is running as if the groke is chasing her. I don't think I've ever seen her run so fast. I wonder what's the matter? Perhaps something terrible has happened.,,1,group_2,background_song
"03:55:04,899","03:55:06,899",43,"03:54:43,600","03:55:13,600",Snort Maiden is running as if the groke is chasing her. I don't think I've ever seen her run so fast. I wonder what's the matter? Perhaps something terrible has happened.,,1,group_2,background_song
"03:55:17,799","03:55:18,200",13,"03:55:13,600","03:55:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",,1,group_4,Moomintroll
"03:55:24,000","03:55:24,100",33,"03:55:13,600","03:55:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",G05,1,group_15,Snuffkin
"03:55:25,500","03:55:25,500",33,"03:55:13,600","03:55:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",G05,1,group_15,Snuffkin
"03:55:27,799","03:55:30,700",33,"03:55:13,600","03:55:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",G05,1,group_15,Snuffkin
"03:55:38,299","03:55:41,399",10,"03:55:13,600","03:55:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",,1,group_7,background_song
"03:55:45,399","03:55:47,700",10,"03:55:43,600","03:56:13,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",,1,group_7,background_song
"03:55:50,100","03:55:51,399",10,"03:55:43,600","03:56:13,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",,1,group_7,background_song
"03:56:03,100","03:56:05,000",10,"03:55:43,600","03:56:13,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",,1,group_7,background_song
"03:56:16,000","03:56:16,000",33,"03:56:13,600","03:56:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",G05,1,group_15,Snuffkin
"03:56:16,500","03:56:25,700",10,"03:56:13,600","03:56:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",,1,group_7,background_song
"03:56:30,700","03:56:33,899",10,"03:56:13,600","03:56:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",,1,group_7,background_song
"03:56:34,200","03:56:37,000",33,"03:56:13,600","03:56:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",G05,1,group_15,Snuffkin
"03:56:37,600","03:56:42,399",10,"03:56:13,600","03:56:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",,1,group_7,background_song
"03:56:42,899","03:56:44,700",13,"03:56:13,600","03:56:43,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom",,1,group_4,Moomintroll
"03:56:54,899","03:56:55,600",28,"03:56:43,600","03:57:13,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom Mom, Mom, Mom, Mom, Mom",G05,1,group_18,Inspector
"03:57:08,899","03:57:09,000",13,"03:56:43,600","03:57:13,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom Mom, Mom, Mom, Mom, Mom",,1,group_4,Moomintroll
"03:57:09,399","03:57:09,799",13,"03:56:43,600","03:57:13,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom Mom, Mom, Mom, Mom, Mom",,1,group_4,Moomintroll
"03:57:11,000","03:57:11,799",13,"03:56:43,600","03:57:13,600","Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom, Mom Mom, Mom, Mom, Mom, Mom",,1,group_4,Moomintroll
"03:57:16,000","03:57:22,100",13,"03:57:13,600","03:57:38,600","A snork? Wait! Wait! Please! Stop! Snork! Don't do it! Why have you brought everybody here, snork maiden?",,1,group_4,Moomintroll
"03:57:27,799","03:57:27,799",15,"03:57:13,600","03:57:38,600","A snork? Wait! Wait! Please! Stop! Snork! Don't do it! Why have you brought everybody here, snork maiden?",,1,group_8,Moomintroll
"03:57:31,700","03:57:32,000",10,"03:57:13,600","03:57:38,600","A snork? Wait! Wait! Please! Stop! Snork! Don't do it! Why have you brought everybody here, snork maiden?",,1,group_7,background_song
"03:57:47,700","03:57:48,700",33,"03:57:44,600","03:57:51,600","As a matter of fact, you weren't. Oh, really? It looks very dangerous to me, snork.",G05,1,group_15,Snuffkin
"03:58:22,000","03:58:31,000",10,"03:58:17,600","03:58:23,600","Do you really think it's safe? Of course it is. You don't see birds falling out of the sky, do you?",,1,group_7,background_song
"03:58:50,399","03:58:52,899",33,"03:58:49,600","03:58:52,600",Yours is just as big and I don't want to lose you.,G05,1,group_15,Snuffkin
"03:58:54,700","03:58:55,500",33,"03:58:52,600","03:58:55,600",Don't go on about losing me. Why not?,G05,1,group_15,Snuffkin
"03:58:56,000","03:58:57,600",10,"03:58:55,600","03:58:57,600","Come on now, you two. Stop it.",,1,group_7,background_song
"03:58:57,700","03:58:58,000",33,"03:58:57,600","03:58:59,600","Hey, careful.",G05,1,group_15,Snuffkin
"03:58:58,299","03:59:03,799",10,"03:58:57,600","03:58:59,600","Hey, careful.",,1,group_7,background_song
"03:58:58,399","03:58:58,500",13,"03:58:57,600","03:58:59,600","Hey, careful.",,1,group_4,Moomintroll
"03:58:58,500","03:58:59,000",13,"03:58:57,600","03:58:59,600","Hey, careful.",,1,group_4,Moomintroll
"03:58:59,100","03:58:59,100",13,"03:58:57,600","03:58:59,600","Hey, careful.",,1,group_4,Moomintroll
"03:59:18,299","03:59:18,299",45,"03:59:17,600","03:59:21,600","It's a long way. Oh look, isn't that snuffkin down there?",,1,group_17,Sniff
"03:59:38,399","03:59:38,799",45,"03:59:36,600","03:59:38,600","Baby, here you.",,1,group_17,Sniff
"03:59:38,799","03:59:39,500",45,"03:59:38,600","03:59:40,600","No, I don't think so.",,1,group_17,Sniff
"04:00:08,799","04:00:09,000",13,"04:00:08,600","04:00:10,600",Whoa!,,1,group_4,Moomintroll
"04:00:47,299","04:00:47,500",10,"04:00:46,600","04:00:48,600",Look at him flying.,,1,group_7,background_song
"04:00:48,100","04:00:52,100",10,"04:00:46,600","04:00:48,600",Look at him flying.,,1,group_7,background_song
"04:00:55,100","04:00:55,100",13,"04:00:54,600","04:00:56,600",He's done it! He's done it!,,1,group_4,Moomintroll
"04:00:55,200","04:00:55,299",13,"04:00:54,600","04:00:56,600",He's done it! He's done it!,,1,group_4,Moomintroll
"04:00:55,299","04:00:55,799",10,"04:00:54,600","04:00:56,600",He's done it! He's done it!,,1,group_7,background_song
"04:01:05,299","04:01:05,299",13,"04:01:02,600","04:01:06,600","Huh? Yeah, snork!",,1,group_4,Moomintroll
"04:01:11,200","04:01:11,200",13,"04:01:10,600","04:01:12,600",Hello!,,1,group_4,Moomintroll
"04:01:12,899","04:01:13,700",13,"04:01:12,600","04:01:14,600",Hi! How are you doing?,,1,group_4,Moomintroll
"04:02:17,899","04:02:18,000",15,"04:02:16,600","04:02:18,600",I'm not sure.,,1,group_8,Moomintroll
"04:02:18,600","04:02:20,799",10,"04:02:16,600","04:02:18,600",I'm not sure.,,1,group_7,background_song
"04:02:21,299","04:02:22,899",15,"04:02:20,600","04:02:22,600","What, do you mean he can't?",,1,group_8,Moomintroll
"04:02:23,299","04:02:25,799",10,"04:02:22,600","04:02:24,600","Don't worry, Snuffkin made him.",,1,group_7,background_song
"04:02:26,299","04:02:28,000",15,"04:02:24,600","04:02:26,600",Of course he can.,,1,group_8,Moomintroll
"04:02:29,000","04:02:29,799",13,"04:02:26,600","04:02:30,600",What's this I can't turn around?,,1,group_4,Moomintroll
"04:02:29,899","04:02:30,000",13,"04:02:26,600","04:02:30,600",What's this I can't turn around?,,1,group_4,Moomintroll
"04:02:33,799","04:02:34,100",13,"04:02:32,600","04:02:34,600",Oh!,,1,group_4,Moomintroll
"04:02:34,700","04:02:35,899",13,"04:02:34,600","04:02:36,600",Oh!,,1,group_4,Moomintroll
"04:02:36,200","04:02:36,899",13,"04:02:34,600","04:02:36,600",Oh!,,1,group_4,Moomintroll
"04:02:41,500","04:02:43,100",10,"04:02:40,600","04:02:42,600","Oh, he's hit a tree.",,1,group_7,background_song
"04:02:43,299","04:02:44,399",16,"04:02:42,600","04:02:44,600","Come on, hurry.",,1,group_3,Snuffkin
"04:02:48,600","04:02:48,899",13,"04:02:48,600","04:02:50,600",Oh!,,1,group_4,Moomintroll
"04:02:49,299","04:02:49,899",13,"04:02:48,600","04:02:50,600",Oh!,,1,group_4,Moomintroll
"04:02:50,600","04:02:51,000",13,"04:02:48,600","04:02:50,600",Oh!,,1,group_4,Moomintroll
"04:02:53,000","04:02:53,600",13,"04:02:52,600","04:02:54,600",Oh!,,1,group_4,Moomintroll
"04:02:55,600","04:02:55,799",13,"04:02:54,600","04:02:56,600",Oh!,,1,group_4,Moomintroll
"04:03:07,899","04:03:08,600",20,"04:03:04,600","04:03:08,600",Is he dead?,,1,group_11,Hemul
"04:03:11,799","04:03:11,899",20,"04:03:10,600","04:03:12,600",He looks dead to me anyway.,,1,group_11,Hemul
"04:03:12,000","04:03:15,700",20,"04:03:10,600","04:03:12,600",He looks dead to me anyway.,,1,group_11,Hemul
"04:03:16,600","04:03:16,600",20,"04:03:14,600","04:03:16,600",What's happened to the wings?,,1,group_11,Hemul
"04:03:17,299","04:03:17,399",20,"04:03:16,600","04:03:18,600",Ah!,,1,group_11,Hemul
"04:04:01,100","04:04:02,399",16,"04:04:00,600","04:04:02,600","Excuse me, snork.",,1,group_3,Snuffkin
"04:04:03,299","04:04:03,700",16,"04:04:02,600","04:04:04,600",Hmm?,,1,group_3,Snuffkin
"04:04:04,200","04:04:06,799",16,"04:04:02,600","04:04:04,600",Hmm?,,1,group_3,Snuffkin
"04:04:09,299","04:04:09,899",16,"04:04:08,600","04:04:10,600",Why?,,1,group_3,Snuffkin
"04:04:10,100","04:04:11,000",16,"04:04:08,600","04:04:10,600",Why?,,1,group_3,Snuffkin
"04:04:35,200","04:04:37,899",45,"04:04:34,600","04:04:38,600","You haven't said if I can have the wings or not yet, snork.",,1,group_17,Sniff
"04:05:07,500","04:05:16,600",45,"04:05:06,600","04:05:08,600","And when it's finished, you can have the wings.",,1,group_17,Sniff
"04:05:20,299","04:05:24,000",16,"04:05:18,600","04:05:20,600","Splendid, woman.",,1,group_3,Snuffkin
"04:05:24,000","04:05:24,000",45,"04:05:22,600","04:05:24,600",Perhaps we can get more help.,,1,group_17,Sniff
"04:05:27,399","04:05:27,500",45,"04:05:26,600","04:05:28,600","How about it, Snuffkin?",,1,group_17,Sniff
"04:06:07,000","04:06:07,000",13,"04:06:06,600","04:06:10,600","Surely this must be deep enough, Papa?",,1,group_4,Moomintroll
"04:06:07,000","04:06:08,600",10,"04:06:06,600","04:06:10,600","Surely this must be deep enough, Papa?",,1,group_7,background_song
"04:06:11,000","04:06:12,100",10,"04:06:10,600","04:06:12,600","Oh, no.",,1,group_7,background_song
"04:06:12,899","04:06:18,100",10,"04:06:12,600","04:06:14,600",We moments always build for posterity.,,1,group_7,background_song
"04:06:18,100","04:06:19,500",45,"04:06:16,600","04:06:18,600","Okay, Papa.",,1,group_17,Sniff
"04:06:48,000","04:06:48,799",34,"04:06:46,600","04:06:50,600","Well, if there was something else, I'm not much of a reader.",,1,group_6,LittleMy
"04:06:49,000","04:06:49,700",34,"04:06:46,600","04:06:50,600","Well, if there was something else, I'm not much of a reader.",,1,group_6,LittleMy
"04:06:49,799","04:06:49,799",34,"04:06:46,600","04:06:50,600","Well, if there was something else, I'm not much of a reader.",,1,group_6,LittleMy
"04:06:49,799","04:06:50,000",34,"04:06:46,600","04:06:50,600","Well, if there was something else, I'm not much of a reader.",,1,group_6,LittleMy
"04:06:54,299","04:06:54,299",34,"04:06:50,600","04:06:54,600",What about my invaluable fountain pen?,,1,group_6,LittleMy
"04:06:54,299","04:06:55,000",34,"04:06:50,600","04:06:54,600",What about my invaluable fountain pen?,,1,group_6,LittleMy
"04:06:55,299","04:06:55,799",34,"04:06:54,600","04:06:56,600",Invaluable fountain pen?,,1,group_6,LittleMy
"04:06:58,200","04:07:00,899",34,"04:06:56,600","04:06:58,600",What about my invaluable...,,1,group_6,LittleMy
"04:07:17,700","04:07:18,100",13,"04:07:16,600","04:07:18,600",Hey.,,1,group_4,Moomintroll
"04:07:38,799","04:07:40,700",10,"04:07:38,600","04:07:40,600","Yes, I think we can stop now.",,1,group_7,background_song
