Speaker_Start,Speaker_Stop,Speaker,Subtitle_Start,Subtitle_End,Text,Global_ID
"01:04:40,500","01:04:41,599",SPEAKER_36,"01:04:38,840","01:04:40,840",Let me see now. It's my turn.,
"01:04:41,599","01:04:41,599",SPEAKER_08,"01:04:40,840","01:04:42,840","No, I'm at first.",G07
"01:04:42,400","01:04:42,400",SPEAKER_08,"01:04:40,840","01:04:42,840","No, I'm at first.",G07
"01:04:43,500","01:04:44,000",SPEAKER_24,"01:04:42,840","01:04:44,840","Yes, no, I've got it.",G05
"01:04:44,000","01:04:44,900",SPEAKER_08,"01:04:42,840","01:04:44,840","Yes, no, I've got it.",G07
"01:04:45,199","01:04:49,000",SPEAKER_08,"01:04:44,840","01:04:46,840","Oh, I'm clean. Let me see.",G07
"01:04:45,900","01:04:47,699",SPEAKER_04,"01:04:44,840","01:04:46,840","Oh, I'm clean. Let me see.",G09
"01:04:49,000","01:04:49,099",SPEAKER_04,"01:04:46,840","01:04:49,840","No, I'm at first.",G09
"01:04:49,099","01:04:49,099",SPEAKER_08,"01:04:46,840","01:04:49,840","No, I'm at first.",G07
"01:04:50,099","01:04:53,199",SPEAKER_33,"01:04:49,840","01:04:52,840","Moonman Papa, will the Earth quakes as big in your youth?",
"01:04:53,199","01:04:56,000",SPEAKER_30,"01:04:52,840","01:04:55,840","No, they certainly weren't. And this one's underwater.",G09
"01:04:56,000","01:04:56,000",SPEAKER_33,"01:04:55,840","01:04:58,840","Oh, my net cause a tide of waves?",
"01:04:56,000","01:04:56,000",SPEAKER_30,"01:04:55,840","01:04:58,840","Oh, my net cause a tide of waves?",G09
"01:04:56,000","01:04:56,000",SPEAKER_33,"01:04:55,840","01:04:58,840","Oh, my net cause a tide of waves?",
"01:04:56,699","01:04:58,900",SPEAKER_33,"01:04:55,840","01:04:58,840","Oh, my net cause a tide of waves?",
"01:04:59,400","01:05:02,000",SPEAKER_30,"01:04:58,840","01:05:02,840","A tide of waves, oh my goodness, I've never thought of that.",G09
"01:05:02,000","01:05:02,400",SPEAKER_33,"01:04:58,840","01:05:02,840","A tide of waves, oh my goodness, I've never thought of that.",
"01:05:02,400","01:05:02,400",SPEAKER_30,"01:04:58,840","01:05:02,840","A tide of waves, oh my goodness, I've never thought of that.",G09
"01:05:03,099","01:05:05,800",SPEAKER_34,"01:05:02,840","01:05:04,840","Hey, what's your turn?",
"01:05:04,300","01:05:05,800",SPEAKER_33,"01:05:02,840","01:05:04,840","Hey, what's your turn?",
"01:05:05,800","01:05:06,099",SPEAKER_34,"01:05:04,840","01:05:07,840",Snatch me the net.,
"01:05:08,000","01:05:11,800",SPEAKER_33,"01:05:07,840","01:05:11,840","What do you think? Can you see anything unusual, Moonman Papa?",
"01:05:11,800","01:05:15,699",SPEAKER_30,"01:05:07,840","01:05:11,840","What do you think? Can you see anything unusual, Moonman Papa?",G09
"01:05:15,800","01:05:15,900",SPEAKER_30,"01:05:11,840","01:05:15,840",I've never seen anything like it. This is very unusual.,G09
"01:05:15,900","01:05:16,099",SPEAKER_22,"01:05:15,840","01:05:18,840","Oh my, I want to see it too.",G10
"01:05:16,599","01:05:25,599",SPEAKER_22,"01:05:15,840","01:05:18,840","Oh my, I want to see it too.",G10
"01:05:36,500","01:05:44,300",SPEAKER_02,"01:05:35,840","01:05:38,840","You're so stupid, you should have let me have it first.",
"01:05:45,300","01:05:46,099",SPEAKER_02,"01:05:44,840","01:05:46,840",Oh.,
"01:05:46,199","01:05:46,400",SPEAKER_02,"01:05:44,840","01:05:46,840",Oh.,
"01:05:52,099","01:05:52,699",SPEAKER_36,"01:05:50,840","01:05:52,840",Snork maiden?,
"01:05:52,699","01:05:52,800",SPEAKER_58,"01:05:50,840","01:05:52,840",Snork maiden?,
"01:05:57,500","01:05:58,800",SPEAKER_36,"01:05:53,840","01:05:57,840","I'm standing watch over my flying ship, so why don't you stay over in Moomin House?",
"01:05:58,900","01:06:03,699",SPEAKER_33,"01:05:57,840","01:05:59,840",You'd be careful.,
"01:06:03,699","01:06:03,699",SPEAKER_30,"01:06:01,840","01:06:04,840","Certainly, Snork. I don't like the look of things.",G09
"01:06:03,699","01:06:03,900",SPEAKER_33,"01:06:01,840","01:06:04,840","Certainly, Snork. I don't like the look of things.",
"01:06:04,099","01:06:08,500",SPEAKER_30,"01:06:01,840","01:06:04,840","Certainly, Snork. I don't like the look of things.",G09
"01:06:08,900","01:06:11,699",SPEAKER_38,"01:06:08,840","01:06:10,840",Yes.,G09
"01:06:09,099","01:06:11,599",SPEAKER_04,"01:06:08,840","01:06:10,840",Yes.,G09
"01:06:11,699","01:06:11,699",SPEAKER_04,"01:06:10,840","01:06:13,840",It's scary.,G09
"01:06:15,000","01:06:15,000",SPEAKER_04,"01:06:13,840","01:06:16,840","Yeah, the earthquake started.",G09
"01:06:15,000","01:06:15,099",SPEAKER_45,"01:06:13,840","01:06:16,840","Yeah, the earthquake started.",
"01:06:15,199","01:06:17,900",SPEAKER_45,"01:06:13,840","01:06:16,840","Yeah, the earthquake started.",
"01:07:37,900","01:07:41,199",SPEAKER_24,"01:07:37,840","01:07:39,840",A noise? What noise?,G05
"01:07:41,199","01:07:41,199",SPEAKER_31,"01:07:39,840","01:07:42,840",I don't know. It sounds like water to me.,
"01:07:41,300","01:07:41,400",SPEAKER_31,"01:07:39,840","01:07:42,840",I don't know. It sounds like water to me.,
"01:07:41,400","01:07:42,000",SPEAKER_24,"01:07:39,840","01:07:42,840",I don't know. It sounds like water to me.,G05
"01:07:42,000","01:07:43,099",SPEAKER_31,"01:07:39,840","01:07:42,840",I don't know. It sounds like water to me.,
"01:07:46,199","01:07:46,199",SPEAKER_36,"01:07:45,840","01:07:47,840",Oh no!,
"01:07:46,199","01:07:46,599",SPEAKER_38,"01:07:45,840","01:07:47,840",Oh no!,G09
"01:07:46,599","01:07:46,800",SPEAKER_36,"01:07:45,840","01:07:47,840",Oh no!,
"01:07:46,800","01:07:46,800",SPEAKER_45,"01:07:45,840","01:07:47,840",Oh no!,
"01:07:46,800","01:07:47,400",SPEAKER_36,"01:07:45,840","01:07:47,840",Oh no!,
"01:07:48,400","01:07:51,500",SPEAKER_36,"01:07:47,840","01:07:51,840","What's happened, Moomin House is drifted off to sea.",
"01:07:54,400","01:07:56,099",SPEAKER_39,"01:07:53,840","01:07:56,840",I don't believe this.,
"01:07:58,099","01:07:59,000",SPEAKER_39,"01:07:57,840","01:08:01,840",I think Moomin Valley is flooded. It really is.,
"01:07:59,000","01:08:00,000",SPEAKER_46,"01:07:57,840","01:08:01,840",I think Moomin Valley is flooded. It really is.,G08
"01:08:00,599","01:08:00,599",SPEAKER_39,"01:07:57,840","01:08:01,840",I think Moomin Valley is flooded. It really is.,
"01:08:00,599","01:08:01,500",SPEAKER_46,"01:07:57,840","01:08:01,840",I think Moomin Valley is flooded. It really is.,G08
"01:08:05,199","01:08:07,000",SPEAKER_46,"01:08:02,840","01:08:07,840",What's happened to the kitchen and dining room?,G08
"01:08:07,000","01:08:07,199",SPEAKER_24,"01:08:02,840","01:08:07,840",What's happened to the kitchen and dining room?,G05
"01:08:08,300","01:08:09,000",SPEAKER_24,"01:08:07,840","01:08:09,840",Just because I fear.,G05
"01:08:09,000","01:08:11,400",SPEAKER_45,"01:08:07,840","01:08:09,840",Just because I fear.,
"01:08:11,400","01:08:11,500",SPEAKER_24,"01:08:09,840","01:08:11,840",What are we going to do?,G05
"01:08:12,099","01:08:14,599",SPEAKER_45,"01:08:11,840","01:08:14,840",Moomin Mama can't even prepare breakfast down there.,
"01:08:14,599","01:08:15,000",SPEAKER_24,"01:08:11,840","01:08:14,840",Moomin Mama can't even prepare breakfast down there.,G05
"01:08:15,000","01:08:15,099",SPEAKER_22,"01:08:14,840","01:08:17,840","Oh, good morning. You're up early today.",G10
"01:08:15,099","01:08:17,500",SPEAKER_41,"01:08:14,840","01:08:17,840","Oh, good morning. You're up early today.",
"01:08:17,399","01:08:17,500",SPEAKER_22,"01:08:14,840","01:08:17,840","Oh, good morning. You're up early today.",G10
"01:08:17,500","01:08:21,000",SPEAKER_22,"01:08:14,840","01:08:17,840","Oh, good morning. You're up early today.",G10
"01:08:21,000","01:08:29,899",SPEAKER_21,"01:08:19,840","01:08:21,840",All of Moonman Valley is under water.,
"01:08:32,600","01:08:33,500",SPEAKER_57,"01:08:30,840","01:08:32,840","Boy, I'm sleepy.",
"01:08:33,600","01:08:35,800",SPEAKER_09,"01:08:32,840","01:08:34,840",I'm even asleep here.,
"01:08:35,899","01:08:41,899",SPEAKER_57,"01:08:34,840","01:08:36,840",I didn't sleep a wink because he was snoring.,
"01:08:43,100","01:08:44,100",SPEAKER_15,"01:08:42,840","01:08:44,840","Hey, snap.",
"01:08:44,300","01:08:44,399",SPEAKER_15,"01:08:42,840","01:08:44,840","Hey, snap.",
"01:08:44,399","01:08:44,899",SPEAKER_57,"01:08:42,840","01:08:44,840","Hey, snap.",
"01:08:44,399","01:08:44,500",SPEAKER_45,"01:08:42,840","01:08:44,840","Hey, snap.",
"01:08:44,500","01:08:44,699",SPEAKER_15,"01:08:42,840","01:08:44,840","Hey, snap.",
"01:08:44,699","01:08:44,699",SPEAKER_45,"01:08:42,840","01:08:44,840","Hey, snap.",
"01:08:45,100","01:08:47,899",SPEAKER_15,"01:08:44,840","01:08:48,840",What's this? Where am I? What's happened here?,
"01:08:48,300","01:08:50,000",SPEAKER_45,"01:08:44,840","01:08:48,840",What's this? Where am I? What's happened here?,
"01:08:50,000","01:08:50,199",SPEAKER_02,"01:08:48,840","01:08:51,840","Moomin House is flooded, sniff.",
"01:08:52,000","01:08:54,100",SPEAKER_02,"01:08:51,840","01:08:54,840",This means I'll have to swim to get home.,
"01:08:53,699","01:08:53,699",SPEAKER_15,"01:08:51,840","01:08:54,840",This means I'll have to swim to get home.,
"01:08:55,100","01:08:57,100",SPEAKER_02,"01:08:54,840","01:08:57,840",You'll have to dive to get into your house.,
"01:08:57,100","01:08:57,100",SPEAKER_36,"01:08:54,840","01:08:57,840",You'll have to dive to get into your house.,
"01:08:57,600","01:09:00,899",SPEAKER_30,"01:08:54,840","01:08:57,840",You'll have to dive to get into your house.,G09
"01:09:00,800","01:09:00,899",SPEAKER_02,"01:08:57,840","01:09:00,840","Unless I'm mistaken, the water is still rising.",
"01:09:00,899","01:09:02,600",SPEAKER_10,"01:09:00,840","01:09:04,840","Moomin Papa, you've got to do something. Do something right away.",
"01:09:02,600","01:09:02,600",SPEAKER_30,"01:09:00,840","01:09:04,840","Moomin Papa, you've got to do something. Do something right away.",G09
"01:09:02,600","01:09:02,699",SPEAKER_10,"01:09:00,840","01:09:04,840","Moomin Papa, you've got to do something. Do something right away.",
"01:09:02,699","01:09:02,699",SPEAKER_06,"01:09:00,840","01:09:04,840","Moomin Papa, you've got to do something. Do something right away.",
"01:09:03,000","01:09:04,600",SPEAKER_10,"01:09:00,840","01:09:04,840","Moomin Papa, you've got to do something. Do something right away.",
"01:09:05,300","01:09:07,699",SPEAKER_09,"01:09:04,840","01:09:07,840",I think you better start taking swimming lessons.,
"01:09:07,500","01:09:10,800",SPEAKER_30,"01:09:04,840","01:09:07,840",I think you better start taking swimming lessons.,G09
"01:09:11,000","01:09:12,899",SPEAKER_30,"01:09:10,840","01:09:12,840","What do you want to organize, Moomin Mama?",G09
"01:09:13,100","01:09:15,699",SPEAKER_21,"01:09:12,840","01:09:15,840","Well, dear, I guess we should have some breakfast first of all.",
"01:09:16,000","01:09:16,300",SPEAKER_21,"01:09:15,840","01:09:16,840",Yes.,
"01:09:16,800","01:09:19,899",SPEAKER_21,"01:09:15,840","01:09:16,840",Yes.,
"01:09:20,300","01:09:22,300",SPEAKER_30,"01:09:19,840","01:09:22,840",You just leave that to me.,G09
"01:09:25,399","01:09:27,000",SPEAKER_30,"01:09:23,840","01:09:27,840","There, your kitchen.",G09
"01:09:28,100","01:09:30,800",SPEAKER_30,"01:09:27,840","01:09:30,840",I've never seen it from above before.,G09
"01:09:31,199","01:09:33,100",SPEAKER_22,"01:09:30,840","01:09:32,840","Oh, my goodness.",G10
"01:09:33,600","01:09:41,100",SPEAKER_30,"01:09:32,840","01:09:36,840",People should look at their rooms from above once in a while.,G09
"01:09:41,399","01:09:43,500",SPEAKER_30,"01:09:40,840","01:09:43,840",What luck we have a trap door.,G09
"01:09:44,100","01:09:46,399",SPEAKER_24,"01:09:43,840","01:09:45,840","Mama, shall I dive in and get them?",G05
"01:09:46,000","01:09:46,399",SPEAKER_27,"01:09:45,840","01:09:46,840","Yes, please, Moomin.",
"01:09:46,399","01:09:47,000",SPEAKER_30,"01:09:45,840","01:09:46,840","Yes, please, Moomin.",G09
"01:09:47,000","01:09:47,399",SPEAKER_27,"01:09:46,840","01:09:50,840","Be careful, Moomin. It's got to be done.",
"01:09:47,399","01:09:47,500",SPEAKER_30,"01:09:46,840","01:09:50,840","Be careful, Moomin. It's got to be done.",G09
"01:09:47,500","01:09:48,800",SPEAKER_24,"01:09:46,840","01:09:50,840","Be careful, Moomin. It's got to be done.",G05
"01:09:49,399","01:09:50,399",SPEAKER_24,"01:09:46,840","01:09:50,840","Be careful, Moomin. It's got to be done.",G05
"01:09:52,100","01:09:53,399",SPEAKER_15,"01:09:51,840","01:09:54,840","Hurry up, Moomin. I'm hungry.",
"01:09:53,399","01:09:54,600",SPEAKER_15,"01:09:51,840","01:09:54,840","Hurry up, Moomin. I'm hungry.",
"01:10:09,899","01:10:12,300",SPEAKER_21,"01:10:09,840","01:10:12,840",Could you get us some bowls and plates this time?,
"01:10:12,500","01:10:13,000",SPEAKER_08,"01:10:09,840","01:10:12,840",Could you get us some bowls and plates this time?,G07
"01:10:13,000","01:10:13,000",SPEAKER_31,"01:10:12,840","01:10:13,840",Sure.,
"01:10:22,300","01:10:25,000",SPEAKER_49,"01:10:21,840","01:10:24,840","And indeed, the water was still rising.",G05
"01:10:25,199","01:10:27,800",SPEAKER_15,"01:10:24,840","01:10:27,840",It's coming. It's coming. Help!,
"01:10:30,000","01:10:34,699",SPEAKER_15,"01:10:29,840","01:10:31,840",The water's up to the third floor.,
"01:10:35,199","01:10:37,699",SPEAKER_27,"01:10:34,840","01:10:37,840","He's up on the roof, sniff, with the others.",
"01:10:37,699","01:10:38,000",SPEAKER_15,"01:10:34,840","01:10:37,840","He's up on the roof, sniff, with the others.",
"01:10:38,000","01:10:44,899",SPEAKER_24,"01:10:37,840","01:10:39,840",What are they doing up on the roof?,G05
"01:10:44,899","01:10:44,899",SPEAKER_02,"01:10:44,840","01:10:47,840","It's all very simple, dear son. I've built it myself.",
"01:10:45,199","01:10:47,899",SPEAKER_30,"01:10:44,840","01:10:47,840","It's all very simple, dear son. I've built it myself.",G09
"01:10:47,899","01:10:50,800",SPEAKER_02,"01:10:47,840","01:10:50,840","If you hadn't, maybe we wouldn't be about to sink altogether.",
"01:10:50,800","01:10:50,800",SPEAKER_58,"01:10:47,840","01:10:50,840","If you hadn't, maybe we wouldn't be about to sink altogether.",
"01:10:51,399","01:10:52,500",SPEAKER_30,"01:10:50,840","01:10:52,840",Here we are.,G09
"01:10:53,600","01:10:55,000",SPEAKER_30,"01:10:52,840","01:10:55,840","Are you coming to help me, everybody?",G09
"01:10:55,000","01:10:55,500",SPEAKER_21,"01:10:52,840","01:10:55,840","Are you coming to help me, everybody?",
"01:10:55,500","01:10:55,500",SPEAKER_30,"01:10:52,840","01:10:55,840","Are you coming to help me, everybody?",G09
"01:10:57,600","01:11:01,800",SPEAKER_21,"01:10:56,840","01:11:01,840","This is one of Grandma's best plates, so please be extra careful.",
"01:11:02,300","01:11:02,300",SPEAKER_30,"01:11:01,840","01:11:05,840","I know. But where do you think we're going, Mama?",G09
"01:11:02,300","01:11:05,500",SPEAKER_29,"01:11:01,840","01:11:05,840","I know. But where do you think we're going, Mama?",
"01:11:05,500","01:11:05,600",SPEAKER_21,"01:11:01,840","01:11:05,840","I know. But where do you think we're going, Mama?",
"01:11:06,000","01:11:10,800",SPEAKER_21,"01:11:05,840","01:11:10,840",Something will float by. Big enough to take all of us. We just have to wait.,
"01:11:10,800","01:11:17,600",SPEAKER_57,"01:11:05,840","01:11:10,840",Something will float by. Big enough to take all of us. We just have to wait.,
"01:11:18,000","01:11:20,199",SPEAKER_57,"01:11:17,840","01:11:20,840",I'm going to sink my old skin while I'm still tired.,
"01:11:23,100","01:11:24,899",SPEAKER_57,"01:11:22,840","01:11:26,840","This is something I should have done immediately, but it's not too late.",
"01:11:25,100","01:11:26,699",SPEAKER_24,"01:11:22,840","01:11:26,840","This is something I should have done immediately, but it's not too late.",G05
"01:11:29,000","01:11:31,300",SPEAKER_24,"01:11:28,840","01:11:31,840","Look, there's a whole house drifting by.",G05
"01:11:31,500","01:11:35,800",SPEAKER_30,"01:11:28,840","01:11:31,840","Look, there's a whole house drifting by.",G09
"01:11:35,699","01:11:38,500",SPEAKER_21,"01:11:31,840","01:11:35,840","Oh, you're right. It's very odd looking house, though.",
"01:11:39,000","01:11:40,600",SPEAKER_30,"01:11:38,840","01:11:42,840",Hmm. That's the one we're getting.,G09
"01:11:40,600","01:11:40,899",SPEAKER_29,"01:11:38,840","01:11:42,840",Hmm. That's the one we're getting.,
"01:11:40,899","01:11:41,000",SPEAKER_30,"01:11:38,840","01:11:42,840",Hmm. That's the one we're getting.,G09
"01:11:41,000","01:11:42,300",SPEAKER_29,"01:11:38,840","01:11:42,840",Hmm. That's the one we're getting.,
"01:11:43,199","01:11:43,199",SPEAKER_13,"01:11:42,840","01:11:45,840",Somebody help me!,
"01:11:43,199","01:11:43,300",SPEAKER_38,"01:11:42,840","01:11:45,840",Somebody help me!,G09
"01:11:43,300","01:11:49,100",SPEAKER_15,"01:11:42,840","01:11:45,840",Somebody help me!,
"01:11:47,800","01:11:48,000",SPEAKER_22,"01:11:45,840","01:11:48,840","Wait, stop! I'm coming with you!",G10
"01:11:48,000","01:11:48,100",SPEAKER_29,"01:11:45,840","01:11:48,840","Wait, stop! I'm coming with you!",
"01:11:49,500","01:11:52,000",SPEAKER_15,"01:11:48,840","01:11:51,840",Don't leave me behind!,
"01:11:55,600","01:12:00,399",SPEAKER_36,"01:11:54,840","01:11:56,840",Where's that house?,
"01:11:59,800","01:12:00,399",SPEAKER_57,"01:11:56,840","01:11:59,840","Right over there. Just there. Can't you see it, Snapp?",
"01:12:00,399","01:12:01,000",SPEAKER_57,"01:11:59,840","01:12:03,840","Oh, that house. What? You call that a house?",
"01:12:01,500","01:12:02,100",SPEAKER_36,"01:11:59,840","01:12:03,840","Oh, that house. What? You call that a house?",
"01:12:02,300","01:12:03,899",SPEAKER_36,"01:11:59,840","01:12:03,840","Oh, that house. What? You call that a house?",
"01:12:02,800","01:12:03,500",SPEAKER_57,"01:11:59,840","01:12:03,840","Oh, that house. What? You call that a house?",
"01:12:19,000","01:12:25,199",SPEAKER_15,"01:12:18,840","01:12:21,840","Hurry up, Snapp. What are you doing?",
"01:12:25,199","01:12:32,199",SPEAKER_15,"01:12:24,840","01:12:27,840","No, it's fine. We're all aboard. Come on.",
"01:12:25,500","01:12:25,699",SPEAKER_08,"01:12:24,840","01:12:27,840","No, it's fine. We're all aboard. Come on.",G07
"01:12:32,300","01:12:32,500",SPEAKER_15,"01:12:31,840","01:12:35,840",He's scared of his own shadow. Let's leave him. Move any such a whimp.,
"01:12:32,500","01:12:36,199",SPEAKER_09,"01:12:31,840","01:12:35,840",He's scared of his own shadow. Let's leave him. Move any such a whimp.,
"01:12:36,300","01:12:38,800",SPEAKER_09,"01:12:35,840","01:12:37,840",Come on. It's all right.,
"01:12:38,800","01:12:42,100",SPEAKER_21,"01:12:37,840","01:12:41,840","Now, don't worry about me. You can let go of the ladder. I'm fine.",
"01:12:38,800","01:12:38,899",SPEAKER_09,"01:12:37,840","01:12:41,840","Now, don't worry about me. You can let go of the ladder. I'm fine.",
"01:12:42,300","01:12:46,800",SPEAKER_21,"01:12:41,840","01:12:46,840","Stay behind if you like, Snapp. But what about your breakfast?",
"01:12:47,500","01:12:55,000",SPEAKER_21,"01:12:46,840","01:12:52,840","We have all the food here, and you might get hungry, and if you do, there'll be nothing to eat.",
"01:12:55,000","01:12:55,100",SPEAKER_58,"01:12:52,840","01:12:55,840",Why didn't you say so before?,
"01:12:55,199","01:12:55,800",SPEAKER_58,"01:12:52,840","01:12:55,840",Why didn't you say so before?,
"01:12:55,800","01:12:55,899",SPEAKER_21,"01:12:52,840","01:12:55,840",Why didn't you say so before?,
"01:12:56,600","01:12:56,699",SPEAKER_21,"01:12:55,840","01:13:00,840","Now, hold the ladder, Snapp. I don't want to be abandoned.",
"01:12:56,699","01:13:00,000",SPEAKER_58,"01:12:55,840","01:13:00,840","Now, hold the ladder, Snapp. I don't want to be abandoned.",
"01:12:56,899","01:12:57,800",SPEAKER_21,"01:12:55,840","01:13:00,840","Now, hold the ladder, Snapp. I don't want to be abandoned.",
"01:13:01,199","01:13:05,600",SPEAKER_58,"01:13:00,840","01:13:06,840","No, brother. He's kind of making you know what it is that he actually ever followed.",
"01:13:06,600","01:13:08,199",SPEAKER_58,"01:13:00,840","01:13:06,840","No, brother. He's kind of making you know what it is that he actually ever followed.",
"01:13:09,899","01:13:10,000",SPEAKER_58,"01:13:07,840","01:13:11,840","Hey, hey, hey, hey, I'm falling off your back.",
"01:13:10,000","01:13:10,000",SPEAKER_15,"01:13:07,840","01:13:11,840","Hey, hey, hey, hey, I'm falling off your back.",
"01:13:10,000","01:13:10,399",SPEAKER_04,"01:13:07,840","01:13:11,840","Hey, hey, hey, hey, I'm falling off your back.",G09
"01:13:10,399","01:13:10,500",SPEAKER_15,"01:13:07,840","01:13:11,840","Hey, hey, hey, hey, I'm falling off your back.",
"01:13:10,500","01:13:10,899",SPEAKER_04,"01:13:07,840","01:13:11,840","Hey, hey, hey, hey, I'm falling off your back.",G09
"01:13:10,899","01:13:10,899",SPEAKER_15,"01:13:07,840","01:13:11,840","Hey, hey, hey, hey, I'm falling off your back.",
"01:13:10,899","01:13:11,000",SPEAKER_04,"01:13:07,840","01:13:11,840","Hey, hey, hey, hey, I'm falling off your back.",G09
"01:13:11,000","01:13:11,100",SPEAKER_15,"01:13:07,840","01:13:11,840","Hey, hey, hey, hey, I'm falling off your back.",
"01:13:11,100","01:13:11,199",SPEAKER_04,"01:13:07,840","01:13:11,840","Hey, hey, hey, hey, I'm falling off your back.",G09
"01:13:12,100","01:13:12,699",SPEAKER_04,"01:13:11,840","01:13:14,840",I'm falling. Don't do the same after all.,G09
"01:13:13,399","01:13:14,000",SPEAKER_04,"01:13:11,840","01:13:14,840",I'm falling. Don't do the same after all.,G09
"01:13:14,000","01:13:17,000",SPEAKER_15,"01:13:11,840","01:13:14,840",I'm falling. Don't do the same after all.,
"01:13:17,000","01:13:20,500",SPEAKER_13,"01:13:16,840","01:13:19,840",Don't shake it. Hold the steady.,
"01:13:23,100","01:13:23,199",SPEAKER_37,"01:13:22,840","01:13:26,840","Excuse us. Hello, anybody home.",
"01:13:23,199","01:13:27,199",SPEAKER_34,"01:13:22,840","01:13:26,840","Excuse us. Hello, anybody home.",
"01:13:27,399","01:13:29,300",SPEAKER_30,"01:13:26,840","01:13:28,840",Don't worry. We're not dangerous.,G09
"01:13:28,899","01:13:31,000",SPEAKER_34,"01:13:28,840","01:13:32,840",You isn't breakfast ready yet. I'm starving to death.,
"01:13:31,000","01:13:32,000",SPEAKER_06,"01:13:28,840","01:13:32,840",You isn't breakfast ready yet. I'm starving to death.,
"01:13:33,399","01:13:33,399",SPEAKER_58,"01:13:32,840","01:13:34,840","There's no one here, Papa.",
"01:13:33,399","01:13:34,899",SPEAKER_46,"01:13:32,840","01:13:34,840","There's no one here, Papa.",G08
"01:13:34,899","01:13:35,000",SPEAKER_58,"01:13:34,840","01:13:37,840",I think you're right. It certainly seems empty.,
"01:13:35,000","01:13:37,899",SPEAKER_30,"01:13:34,840","01:13:37,840",I think you're right. It certainly seems empty.,G09
"01:13:38,199","01:13:38,800",SPEAKER_58,"01:13:37,840","01:13:41,840","Oh, and the most exciting empty house I've ever seen.",
"01:13:39,500","01:13:42,100",SPEAKER_58,"01:13:37,840","01:13:41,840","Oh, and the most exciting empty house I've ever seen.",
"01:13:42,100","01:13:47,699",SPEAKER_45,"01:13:41,840","01:13:48,840",Why do you say that? What do you mean exciting? Do you mean interesting or do you mean scary little my?,
"01:13:48,100","01:13:48,100",SPEAKER_45,"01:13:41,840","01:13:48,840",Why do you say that? What do you mean exciting? Do you mean interesting or do you mean scary little my?,
"01:13:49,100","01:13:49,100",SPEAKER_45,"01:13:48,840","01:13:52,840","Interesting and scary. Look, Snorgmaiden. Look around.",
"01:13:49,100","01:13:52,399",SPEAKER_09,"01:13:48,840","01:13:52,840","Interesting and scary. Look, Snorgmaiden. Look around.",
"01:13:53,399","01:13:56,000",SPEAKER_45,"01:13:52,840","01:13:55,840","Oh, what a lot of mirrors.",
"01:13:56,000","01:14:05,000",SPEAKER_02,"01:13:55,840","01:13:58,840",This house must have been full of women who loved clothes.,
"01:14:04,199","01:14:05,000",SPEAKER_58,"01:14:03,840","01:14:07,840","I don't like that. Look, every mirror has a chair in front of it.",
"01:14:05,000","01:14:11,000",SPEAKER_58,"01:14:03,840","01:14:07,840","I don't like that. Look, every mirror has a chair in front of it.",
"01:14:11,000","01:14:11,300",SPEAKER_45,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:11,300","01:14:12,000",SPEAKER_58,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:11,500","01:14:11,600",SPEAKER_45,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:12,000","01:14:12,100",SPEAKER_45,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:12,100","01:14:12,199",SPEAKER_58,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:12,199","01:14:12,199",SPEAKER_45,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:12,199","01:14:12,199",SPEAKER_58,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:12,199","01:14:12,199",SPEAKER_45,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:12,199","01:14:12,300",SPEAKER_58,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:12,300","01:14:13,399",SPEAKER_45,"01:14:09,840","01:14:12,840",This house was full of ladies and he chatted her a little mirror.,
"01:14:21,100","01:14:21,199",SPEAKER_04,"01:14:20,840","01:14:23,840",Thank goodness we brought some plates with us.,G09
"01:14:21,199","01:14:21,199",SPEAKER_15,"01:14:20,840","01:14:23,840",Thank goodness we brought some plates with us.,
"01:14:21,199","01:14:21,300",SPEAKER_22,"01:14:20,840","01:14:23,840",Thank goodness we brought some plates with us.,G10
"01:14:21,300","01:14:21,300",SPEAKER_15,"01:14:20,840","01:14:23,840",Thank goodness we brought some plates with us.,
"01:14:21,300","01:14:24,000",SPEAKER_22,"01:14:20,840","01:14:23,840",Thank goodness we brought some plates with us.,G10
"01:14:24,100","01:14:26,300",SPEAKER_15,"01:14:23,840","01:14:28,840","Woman, woman, woman. Look what I found. Bread and apples.",
"01:14:27,100","01:14:32,199",SPEAKER_15,"01:14:23,840","01:14:28,840","Woman, woman, woman. Look what I found. Bread and apples.",
"01:14:34,600","01:14:34,600",SPEAKER_15,"01:14:32,840","01:14:34,840",But where is everybody?,
"01:14:34,600","01:14:35,500",SPEAKER_21,"01:14:32,840","01:14:34,840",But where is everybody?,
