Speaker_Start,Speaker_Stop,Speaker,Subtitle_Start,Subtitle_End,Text,Global_ID
"00:50:22,300","00:50:22,800",SPEAKER_13,"00:50:21,280","00:50:24,280","Now, what's the matter, Snork Maiden?",
"00:50:28,099","00:50:38,099",SPEAKER_10,"00:50:27,280","00:50:30,280","Well, the sun returned to the eastern sky when morning came",
"00:50:39,599","00:50:48,900",SPEAKER_10,"00:50:38,280","00:50:41,280",I have absolutely no literary talent.,
"00:50:50,199","00:50:50,900",SPEAKER_10,"00:50:48,280","00:50:50,280",Oh.,
"00:50:52,699","00:50:53,300",SPEAKER_45,"00:50:52,280","00:50:53,280",Papa?,
"00:50:53,400","00:50:55,000",SPEAKER_10,"00:50:53,280","00:50:55,280","Yeah, what is it, Moomin?",
"00:50:56,000","00:50:56,000",SPEAKER_17,"00:50:55,280","00:50:59,280","Uh, Mama said to tell you the pancakes are ready.",
"00:50:56,000","00:50:56,599",SPEAKER_45,"00:50:55,280","00:50:59,280","Uh, Mama said to tell you the pancakes are ready.",
"00:50:56,599","00:50:57,000",SPEAKER_45,"00:50:55,280","00:50:59,280","Uh, Mama said to tell you the pancakes are ready.",
"00:50:57,000","00:50:57,000",SPEAKER_17,"00:50:55,280","00:50:59,280","Uh, Mama said to tell you the pancakes are ready.",
"00:50:57,000","00:50:58,000",SPEAKER_45,"00:50:55,280","00:50:59,280","Uh, Mama said to tell you the pancakes are ready.",
"00:50:58,000","00:50:59,099",SPEAKER_17,"00:50:55,280","00:50:59,280","Uh, Mama said to tell you the pancakes are ready.",
"00:50:59,099","00:50:59,099",SPEAKER_45,"00:50:55,280","00:50:59,280","Uh, Mama said to tell you the pancakes are ready.",
"00:50:59,500","00:51:03,199",SPEAKER_10,"00:50:59,280","00:51:03,280","Well, I can't stop now. I'm being creative. I'll eat later.",
"00:51:03,599","00:51:04,300",SPEAKER_45,"00:51:03,280","00:51:05,280","Oh, really?",
"00:51:05,199","00:51:06,300",SPEAKER_10,"00:51:03,280","00:51:05,280","Oh, really?",
"00:51:07,599","00:51:08,000",SPEAKER_45,"00:51:07,280","00:51:10,280","Yeah, no. I thought you said something.",
"00:51:08,199","00:51:10,300",SPEAKER_45,"00:51:07,280","00:51:10,280","Yeah, no. I thought you said something.",
"00:51:18,599","00:51:20,500",SPEAKER_10,"00:51:18,280","00:51:20,280","Moomin, wait, I'm coming.",
"00:51:27,300","00:51:29,000",SPEAKER_17,"00:51:27,280","00:51:29,280","That was really good, Moomin, Mama.",
"00:51:29,000","00:51:29,300",SPEAKER_45,"00:51:27,280","00:51:29,280","That was really good, Moomin, Mama.",
"00:51:29,800","00:51:29,900",SPEAKER_45,"00:51:29,280","00:51:31,280",I'm going out.,
"00:51:29,900","00:51:29,900",SPEAKER_17,"00:51:29,280","00:51:31,280",I'm going out.,
"00:51:29,900","00:51:30,699",SPEAKER_45,"00:51:29,280","00:51:31,280",I'm going out.,
"00:51:31,199","00:51:32,099",SPEAKER_45,"00:51:29,280","00:51:31,280",I'm going out.,
"00:51:32,800","00:51:37,300",SPEAKER_45,"00:51:32,280","00:51:33,280","No, you can't.",
"00:51:45,099","00:51:45,199",SPEAKER_07,"00:51:43,280","00:51:45,280","Nice, Snuffkin.",
"00:51:45,199","00:51:45,500",SPEAKER_16,"00:51:43,280","00:51:45,280","Nice, Snuffkin.",
"00:51:45,500","00:51:45,900",SPEAKER_07,"00:51:45,280","00:51:47,280","Hello, Moomin. Didn't think you were coming.",
"00:51:45,900","00:51:46,000",SPEAKER_16,"00:51:45,280","00:51:47,280","Hello, Moomin. Didn't think you were coming.",
"00:51:46,099","00:51:46,099",SPEAKER_07,"00:51:45,280","00:51:47,280","Hello, Moomin. Didn't think you were coming.",
"00:51:46,099","00:51:46,099",SPEAKER_16,"00:51:45,280","00:51:47,280","Hello, Moomin. Didn't think you were coming.",
"00:51:46,099","00:51:47,000",SPEAKER_07,"00:51:45,280","00:51:47,280","Hello, Moomin. Didn't think you were coming.",
"00:51:47,000","00:51:48,900",SPEAKER_16,"00:51:45,280","00:51:47,280","Hello, Moomin. Didn't think you were coming.",
"00:51:48,900","00:51:48,900",SPEAKER_07,"00:51:47,280","00:51:49,280","Sorry, I'm late. What's that?",
"00:51:49,599","00:51:50,300",SPEAKER_07,"00:51:49,280","00:51:50,280",A leaf boat.,
"00:51:50,599","00:51:50,900",SPEAKER_07,"00:51:50,280","00:51:53,280","Look, it sails on the river just like a real one.",
"00:51:51,099","00:51:53,000",SPEAKER_07,"00:51:50,280","00:51:53,280","Look, it sails on the river just like a real one.",
"00:52:02,000","00:52:02,000",SPEAKER_45,"00:52:00,280","00:52:03,280","Gosh, Snuffkin, I'd like to do that one day.",
"00:52:02,000","00:52:03,000",SPEAKER_07,"00:52:00,280","00:52:03,280","Gosh, Snuffkin, I'd like to do that one day.",
"00:52:03,000","00:52:03,199",SPEAKER_45,"00:52:00,280","00:52:03,280","Gosh, Snuffkin, I'd like to do that one day.",
"00:52:03,199","00:52:04,599",SPEAKER_07,"00:52:00,280","00:52:03,280","Gosh, Snuffkin, I'd like to do that one day.",
"00:52:04,599","00:52:04,800",SPEAKER_45,"00:52:03,280","00:52:05,280","Let's go then, shall we?",
"00:52:04,800","00:52:04,800",SPEAKER_07,"00:52:03,280","00:52:05,280","Let's go then, shall we?",
"00:52:05,500","00:52:08,900",SPEAKER_45,"00:52:05,280","00:52:09,280","Little Mai wanted to come, but I told her it was too dangerous.",
"00:52:10,099","00:52:12,699",SPEAKER_07,"00:52:09,280","00:52:12,280","Hmm, perhaps that wasn't the best thing to say.",
"00:52:13,199","00:52:13,199",SPEAKER_07,"00:52:12,280","00:52:14,280",Look.,
"00:52:13,199","00:52:13,400",SPEAKER_45,"00:52:12,280","00:52:14,280",Look.,
"00:52:14,000","00:52:15,900",SPEAKER_33,"00:52:12,280","00:52:14,280",Look.,G05
"00:52:16,800","00:52:17,699",SPEAKER_33,"00:52:15,280","00:52:17,280",I thought they could use a bit of fun.,G05
"00:52:18,199","00:52:19,900",SPEAKER_33,"00:52:17,280","00:52:19,280","Wait, Moomin.",G05
"00:52:27,199","00:52:29,599",SPEAKER_07,"00:52:26,280","00:52:29,280",Are we really going to climb up there?,
"00:52:29,900","00:52:32,900",SPEAKER_07,"00:52:29,280","00:52:31,280","Look, I don't think we can all go.",
"00:52:33,400","00:52:35,300",SPEAKER_15,"00:52:33,280","00:52:35,280",I'm not climbing up there.,
"00:52:35,599","00:52:36,500",SPEAKER_15,"00:52:35,280","00:52:37,280","Well, I am.",
"00:52:37,199","00:52:39,300",SPEAKER_15,"00:52:35,280","00:52:37,280","Well, I am.",
"00:52:39,800","00:52:42,900",SPEAKER_07,"00:52:39,280","00:52:42,280","Look, there's a cave just a little bit further along this path.",
"00:52:46,500","00:52:49,699",SPEAKER_18,"00:52:46,280","00:52:49,280","But if you can walk to it, why on earth climb to it?",
"00:52:49,900","00:52:52,300",SPEAKER_07,"00:52:49,280","00:52:52,280","Ah, difficult for a girl to understand.",
"00:52:52,300","00:52:54,800",SPEAKER_18,"00:52:52,280","00:52:55,280","Well, I think boys are difficult to understand.",
"00:52:54,800","00:52:54,900",SPEAKER_17,"00:52:52,280","00:52:55,280","Well, I think boys are difficult to understand.",
"00:52:55,300","00:52:57,300",SPEAKER_07,"00:52:55,280","00:52:57,280",We're not sure we can reach it from above.,
"00:52:57,400","00:52:57,400",SPEAKER_07,"00:52:57,280","00:52:59,280","Well, we'll soon find out.",
"00:52:57,400","00:52:57,400",SPEAKER_17,"00:52:57,280","00:52:59,280","Well, we'll soon find out.",
"00:52:57,400","00:52:59,000",SPEAKER_34,"00:52:57,280","00:52:59,280","Well, we'll soon find out.",
"00:53:00,300","00:53:01,400",SPEAKER_07,"00:52:59,280","00:53:01,280","Are you coming with us, Snuff?",
"00:53:01,400","00:53:05,699",SPEAKER_34,"00:53:01,280","00:53:03,280","Oh, I think I'll guard the rear.",
"00:53:06,699","00:53:07,599",SPEAKER_34,"00:53:05,280","00:53:07,280","Oh, yeah.",
"00:53:08,199","00:53:12,500",SPEAKER_34,"00:53:07,280","00:53:10,280","Well, someone has to look after the girls.",
"00:53:32,400","00:53:34,099",SPEAKER_34,"00:53:32,280","00:53:34,280","Oh, my goodness, it's dark in there.",
"00:53:34,300","00:53:35,400",SPEAKER_33,"00:53:34,280","00:53:35,280","Let's go in, then.",G05
"00:53:35,400","00:53:35,500",SPEAKER_41,"00:53:35,280","00:53:37,280",I don't like the look of it.,
"00:53:35,699","00:53:35,900",SPEAKER_20,"00:53:35,280","00:53:37,280",I don't like the look of it.,
"00:53:35,900","00:53:41,500",SPEAKER_41,"00:53:35,280","00:53:37,280",I don't like the look of it.,
"00:53:41,400","00:53:41,400",SPEAKER_34,"00:53:41,280","00:53:42,280",Don't be silly.,
"00:53:41,400","00:53:43,699",SPEAKER_33,"00:53:41,280","00:53:42,280",Don't be silly.,G05
"00:53:44,300","00:53:48,699",SPEAKER_34,"00:53:44,280","00:53:45,280",That's what I don't like.,
"00:53:53,300","00:53:55,900",SPEAKER_45,"00:53:53,280","00:53:56,280",I think we must be right above the cave here.,
"00:53:56,400","00:53:57,000",SPEAKER_07,"00:53:56,280","00:53:57,280",Maybe.,
"00:53:57,300","00:53:58,800",SPEAKER_45,"00:53:57,280","00:53:59,280","I can't find a hole, though.",
"00:53:59,300","00:54:01,099",SPEAKER_07,"00:53:59,280","00:54:02,280","Let's look a bit more over that way, Moomin.",
"00:54:04,099","00:54:07,400",SPEAKER_41,"00:54:03,280","00:54:07,280","Wow, I've never seen a shell like this before.",
"00:54:08,000","00:54:13,400",SPEAKER_41,"00:54:07,280","00:54:09,280","Oh, look at that one.",
"00:54:15,599","00:54:19,800",SPEAKER_41,"00:54:15,280","00:54:17,280","Where's Little Mai, Snork maidens?",
"00:54:19,800","00:54:23,300",SPEAKER_41,"00:54:19,280","00:54:21,280","Oh, no, she can't do that.",
"00:54:29,500","00:54:32,000",SPEAKER_30,"00:54:29,280","00:54:31,280","No, you come in, scaredy cat.",G04
"00:54:32,000","00:54:34,500",SPEAKER_17,"00:54:31,280","00:54:33,280",You can't just go in like that.,
"00:54:35,199","00:54:35,300",SPEAKER_31,"00:54:34,280","00:54:38,280","So tell me, how would you go in there and Mr. No at all?",
"00:54:35,300","00:54:35,300",SPEAKER_17,"00:54:34,280","00:54:38,280","So tell me, how would you go in there and Mr. No at all?",
"00:54:35,300","00:54:38,300",SPEAKER_31,"00:54:34,280","00:54:38,280","So tell me, how would you go in there and Mr. No at all?",
"00:54:38,900","00:54:39,000",SPEAKER_41,"00:54:38,280","00:54:39,280",Stay where you are.,
"00:54:39,000","00:54:39,000",SPEAKER_34,"00:54:38,280","00:54:39,280",Stay where you are.,
"00:54:39,000","00:54:41,400",SPEAKER_41,"00:54:38,280","00:54:39,280",Stay where you are.,
"00:54:41,400","00:54:41,400",SPEAKER_34,"00:54:41,280","00:54:44,280","You're coming, too, aren't you, Snork maiden?",
"00:54:41,900","00:54:46,699",SPEAKER_34,"00:54:41,280","00:54:44,280","You're coming, too, aren't you, Snork maiden?",
"00:54:47,199","00:54:49,900",SPEAKER_34,"00:54:46,280","00:54:48,280",I suppose so.,
"00:54:50,699","00:54:53,699",SPEAKER_34,"00:54:50,280","00:54:53,280",Shall I hold your hand in case you get frightened?,
"00:54:55,800","00:54:59,900",SPEAKER_30,"00:54:55,280","00:54:56,280",Little Mai!,G04
"00:55:02,000","00:55:05,400",SPEAKER_30,"00:54:59,280","00:55:05,280","Stop it, please. You're frightening Snork maiden.",G04
"00:55:05,400","00:55:11,000",SPEAKER_33,"00:55:05,280","00:55:06,280","Oh, really?",G05
"00:55:05,699","00:55:06,099",SPEAKER_30,"00:55:05,280","00:55:06,280","Oh, really?",G04
"00:55:11,000","00:55:12,400",SPEAKER_17,"00:55:09,280","00:55:12,280",This is the way I sound normally.,
"00:55:13,400","00:55:14,400",SPEAKER_17,"00:55:12,280","00:55:14,280","Hey, be quiet.",
"00:55:14,400","00:55:14,400",SPEAKER_31,"00:55:14,280","00:55:16,280",No.,
"00:55:14,599","00:55:15,000",SPEAKER_17,"00:55:14,280","00:55:16,280",No.,
"00:55:16,800","00:55:16,900",SPEAKER_17,"00:55:16,280","00:55:18,280",I can hear something.,
"00:55:16,900","00:55:17,900",SPEAKER_31,"00:55:16,280","00:55:18,280",I can hear something.,
"00:55:18,599","00:55:18,900",SPEAKER_13,"00:55:18,280","00:55:20,280","Me, too.",
"00:55:18,900","00:55:19,000",SPEAKER_31,"00:55:18,280","00:55:20,280","Me, too.",
"00:55:20,099","00:55:22,000",SPEAKER_31,"00:55:18,280","00:55:20,280","Me, too.",
"00:55:22,000","00:55:25,000",SPEAKER_32,"00:55:20,280","00:55:22,280",Perhaps it's the wind.,
"00:55:26,000","00:55:29,000",SPEAKER_34,"00:55:25,280","00:55:27,280",You can't scare me like that.,
"00:55:29,000","00:55:29,000",SPEAKER_30,"00:55:28,280","00:55:29,280",Who want to live here anyway?,G04
"00:55:29,000","00:55:29,099",SPEAKER_34,"00:55:28,280","00:55:29,280",Who want to live here anyway?,
"00:55:29,099","00:55:30,300",SPEAKER_30,"00:55:28,280","00:55:29,280",Who want to live here anyway?,G04
"00:55:31,699","00:55:37,000",SPEAKER_30,"00:55:31,280","00:55:33,280",It's moment and snuffkin.,G04
"00:55:37,000","00:55:41,400",SPEAKER_31,"00:55:36,280","00:55:38,280",So we needn't worry.,
"00:55:42,400","00:55:44,699",SPEAKER_31,"00:55:42,280","00:55:45,280",I'm going to go and investigate.,
"00:55:49,500","00:55:53,099",SPEAKER_30,"00:55:49,280","00:55:51,280","Don't, little Mai.",G04
"00:55:53,099","00:55:53,900",SPEAKER_30,"00:55:51,280","00:55:53,280","Please, please stop it.",G04
"00:56:01,199","00:56:02,300",SPEAKER_07,"00:55:58,280","00:56:02,280","Pull hard, Moomin.",
"00:56:03,099","00:56:03,099",SPEAKER_45,"00:56:02,280","00:56:05,280",Will this do?,
"00:56:04,400","00:56:05,199",SPEAKER_45,"00:56:02,280","00:56:05,280",Will this do?,
"00:56:05,599","00:56:07,199",SPEAKER_07,"00:56:05,280","00:56:07,280","Right, who's going first?",
"00:56:07,199","00:56:07,599",SPEAKER_45,"00:56:05,280","00:56:07,280","Right, who's going first?",
"00:56:08,099","00:56:10,099",SPEAKER_07,"00:56:07,280","00:56:08,280",Me.,
"00:56:10,300","00:56:11,199",SPEAKER_45,"00:56:10,280","00:56:11,280",I will.,
"00:56:26,099","00:56:28,900",SPEAKER_07,"00:56:18,280","00:56:26,280",There's no hurry.,
"00:56:35,699","00:56:35,699",SPEAKER_07,"00:56:33,280","00:56:40,280","Oh, oh!",
"00:56:35,699","00:56:39,300",SPEAKER_14,"00:56:33,280","00:56:40,280","Oh, oh!",
"00:56:40,000","00:56:40,000",SPEAKER_14,"00:56:33,280","00:56:40,280","Oh, oh!",
"00:56:40,000","00:56:41,400",SPEAKER_14,"00:56:33,280","00:56:40,280","Oh, oh!",
"00:56:56,000","00:56:56,000",SPEAKER_13,"00:56:51,280","00:56:56,280","Ah, ah, ah!",
"00:56:56,099","00:56:57,000",SPEAKER_13,"00:56:51,280","00:56:56,280","Ah, ah, ah!",
"00:57:02,199","00:57:02,800",SPEAKER_07,"00:56:56,280","00:57:02,280",Help me!,
"00:57:03,199","00:57:04,000",SPEAKER_07,"00:57:02,280","00:57:05,280",Woman! What's happened? Talk to me!,
"00:57:04,500","00:57:05,199",SPEAKER_07,"00:57:02,280","00:57:05,280",Woman! What's happened? Talk to me!,
"00:57:05,199","00:57:05,199",SPEAKER_17,"00:57:02,280","00:57:05,280",Woman! What's happened? Talk to me!,
"00:57:05,900","00:57:05,900",SPEAKER_07,"00:57:05,280","00:57:07,280",Woman! Are you all right?,
"00:57:05,900","00:57:06,000",SPEAKER_17,"00:57:05,280","00:57:07,280",Woman! Are you all right?,
"00:57:06,000","00:57:06,599",SPEAKER_07,"00:57:05,280","00:57:07,280",Woman! Are you all right?,
"00:57:06,599","00:57:11,699",SPEAKER_17,"00:57:05,280","00:57:07,280",Woman! Are you all right?,
"00:57:12,099","00:57:14,500",SPEAKER_07,"00:57:11,280","00:57:14,280",I'm sure I heard somebody scream just now.,
"00:57:14,599","00:57:17,199",SPEAKER_17,"00:57:14,280","00:57:17,280","Well, the Himmelin was down here having a nap.",
"00:57:17,500","00:57:17,599",SPEAKER_07,"00:57:17,280","00:57:18,280",The Himmelin?,
"00:57:17,599","00:57:18,500",SPEAKER_20,"00:57:17,280","00:57:18,280",The Himmelin?,
"00:57:19,099","00:57:22,099",SPEAKER_20,"00:57:18,280","00:57:21,280","If this is another of your games, woman, I don't like it.",
"00:57:21,599","00:57:22,000",SPEAKER_17,"00:57:21,280","00:57:24,280","Mr. Himmelin, we were climbing down from the top.",
"00:57:22,099","00:57:25,000",SPEAKER_17,"00:57:21,280","00:57:24,280","Mr. Himmelin, we were climbing down from the top.",
"00:57:25,000","00:57:27,000",SPEAKER_21,"00:57:24,280","00:57:25,280",We didn't know you were asleep.,
"00:57:27,000","00:57:31,800",SPEAKER_20,"00:57:25,280","00:57:27,280",That's not quite right. I wasn't asleep.,
"00:57:32,300","00:57:36,300",SPEAKER_20,"00:57:31,280","00:57:36,280","Well, to tell you the truth, I really haven't been quite myself lately.",
"00:57:37,300","00:57:40,699",SPEAKER_45,"00:57:36,280","00:57:40,280","You haven't lost any more rare stabs, have you, Mr. Himmelin?",
"00:57:40,800","00:57:44,000",SPEAKER_20,"00:57:40,280","00:57:43,280","On the contrary, woman, I have them all.",
"00:57:44,000","00:57:45,000",SPEAKER_35,"00:57:43,280","00:57:47,280","Even the rarest, every single one.",
"00:57:45,000","00:57:45,000",SPEAKER_20,"00:57:43,280","00:57:47,280","Even the rarest, every single one.",
"00:57:45,000","00:57:47,300",SPEAKER_35,"00:57:43,280","00:57:47,280","Even the rarest, every single one.",
"00:57:48,300","00:57:50,699",SPEAKER_25,"00:57:47,280","00:57:50,280","Then what's wrong? That's good, isn't it?",
"00:57:50,699","00:57:50,699",SPEAKER_25,"00:57:50,280","00:57:53,280","I mean, my collection is complete.",
"00:57:50,800","00:57:53,199",SPEAKER_25,"00:57:50,280","00:57:53,280","I mean, my collection is complete.",
"00:57:53,800","00:57:58,400",SPEAKER_45,"00:57:53,280","00:57:58,280","No one in the world has a better stab collection than you have, Mr. Himmelin.",
"00:57:58,800","00:58:15,000",SPEAKER_25,"00:57:58,280","00:58:02,280","No, of course not mine is perfect. There isn't a stab I haven't got.",
"00:58:15,000","00:58:15,599",SPEAKER_07,"00:58:13,280","00:58:15,280","Oh dear, me, dear me.",
"00:58:15,599","00:58:15,599",SPEAKER_25,"00:58:15,280","00:58:18,280",I'm beginning to understand.,
"00:58:16,000","00:58:16,099",SPEAKER_25,"00:58:15,280","00:58:18,280",I'm beginning to understand.,
"00:58:16,099","00:58:18,000",SPEAKER_07,"00:58:15,280","00:58:18,280",I'm beginning to understand.,
"00:58:19,800","00:58:26,199",SPEAKER_07,"00:58:18,280","00:58:22,280",He's not a collector anymore. He's got all the stamps he could ever want.,
"00:58:27,500","00:58:29,599",SPEAKER_07,"00:58:27,280","00:58:31,280","That's why you're sad, isn't it, Mr. Himmelin?",
"00:58:31,699","00:58:33,500",SPEAKER_07,"00:58:31,280","00:58:35,280",Yes it is. Don't fun. Don't fun at all.,
"00:58:33,500","00:58:33,599",SPEAKER_25,"00:58:31,280","00:58:35,280",Yes it is. Don't fun. Don't fun at all.,
"00:58:33,599","00:58:34,000",SPEAKER_07,"00:58:31,280","00:58:35,280",Yes it is. Don't fun. Don't fun at all.,
"00:58:34,000","00:58:34,699",SPEAKER_25,"00:58:31,280","00:58:35,280",Yes it is. Don't fun. Don't fun at all.,
"00:58:35,000","00:58:41,500",SPEAKER_45,"00:58:31,280","00:58:35,280",Yes it is. Don't fun. Don't fun at all.,
"00:58:41,800","00:58:43,800",SPEAKER_25,"00:58:41,280","00:58:45,280","Not exactly, Moomin.",
"00:58:46,199","00:58:48,500",SPEAKER_45,"00:58:45,280","00:58:49,280",Look who was taking a nap in the cave.,
"00:58:48,900","00:58:55,500",SPEAKER_31,"00:58:45,280","00:58:49,280",Look who was taking a nap in the cave.,
"00:58:56,900","00:58:58,599",SPEAKER_20,"00:58:56,280","00:58:59,280",I'd never ever snore.,
"00:59:00,199","00:59:00,300",SPEAKER_32,"00:58:59,280","00:59:02,280",You certainly do.,
"00:59:00,300","00:59:01,000",SPEAKER_31,"00:58:59,280","00:59:02,280",You certainly do.,
"00:59:01,000","00:59:01,599",SPEAKER_32,"00:58:59,280","00:59:02,280",You certainly do.,
"00:59:05,000","00:59:11,699",SPEAKER_20,"00:59:04,280","00:59:11,280","Rubbish. Look, if you promise not to tell anyone, I'll take you to see something very special.",
"00:59:11,800","00:59:12,300",SPEAKER_45,"00:59:11,280","00:59:13,280",What is it?,
"00:59:12,300","00:59:12,400",SPEAKER_17,"00:59:11,280","00:59:13,280",What is it?,
"00:59:22,800","00:59:25,400",SPEAKER_13,"00:59:21,280","00:59:23,280",It's not it.,
"00:59:23,300","00:59:25,000",SPEAKER_30,"00:59:23,280","00:59:25,280",It's not it.,G04
"00:59:25,400","00:59:25,500",SPEAKER_30,"00:59:25,280","00:59:27,280",It's not it.,G04
"00:59:25,500","00:59:25,800",SPEAKER_13,"00:59:25,280","00:59:27,280",It's not it.,
"00:59:25,800","00:59:25,800",SPEAKER_30,"00:59:25,280","00:59:27,280",It's not it.,G04
"00:59:25,800","00:59:25,800",SPEAKER_13,"00:59:25,280","00:59:27,280",It's not it.,
"00:59:25,800","00:59:29,300",SPEAKER_30,"00:59:25,280","00:59:27,280",It's not it.,G04
"00:59:29,800","00:59:31,099",SPEAKER_30,"00:59:29,280","00:59:31,280",It's not it.,G04
"00:59:31,699","00:59:33,099",SPEAKER_07,"00:59:31,280","00:59:33,280",I think it could be repaired.,
"00:59:33,599","00:59:34,000",SPEAKER_07,"00:59:33,280","00:59:35,280",Of course it could. Easy.,
"00:59:34,000","00:59:34,300",SPEAKER_17,"00:59:33,280","00:59:35,280",Of course it could. Easy.,
"00:59:34,300","00:59:34,699",SPEAKER_07,"00:59:33,280","00:59:35,280",Of course it could. Easy.,
"00:59:34,699","00:59:34,800",SPEAKER_17,"00:59:33,280","00:59:35,280",Of course it could. Easy.,
"00:59:34,800","00:59:35,000",SPEAKER_07,"00:59:33,280","00:59:35,280",Of course it could. Easy.,
"00:59:35,000","00:59:35,000",SPEAKER_17,"00:59:33,280","00:59:35,280",Of course it could. Easy.,
"00:59:35,000","00:59:35,300",SPEAKER_07,"00:59:33,280","00:59:35,280",Of course it could. Easy.,
"00:59:36,000","00:59:39,099",SPEAKER_07,"00:59:35,280","00:59:39,280",But you know you can't always tell. The keel doesn't look too good.,
"00:59:39,099","00:59:44,800",SPEAKER_17,"00:59:35,280","00:59:39,280",But you know you can't always tell. The keel doesn't look too good.,
"00:59:44,800","00:59:45,300",SPEAKER_07,"00:59:44,280","00:59:47,280","Hey, I can't find any owners.",
"00:59:45,300","00:59:45,500",SPEAKER_17,"00:59:44,280","00:59:47,280","Hey, I can't find any owners.",
"00:59:47,599","00:59:50,099",SPEAKER_32,"00:59:47,280","00:59:50,280",You can pat a lost deer.,
"00:59:50,099","00:59:50,099",SPEAKER_14,"00:59:47,280","00:59:50,280",You can pat a lost deer.,
"00:59:50,099","00:59:50,199",SPEAKER_32,"00:59:47,280","00:59:50,280",You can pat a lost deer.,
"00:59:50,199","00:59:50,199",SPEAKER_14,"00:59:47,280","00:59:50,280",You can pat a lost deer.,
"00:59:50,400","00:59:50,400",SPEAKER_07,"00:59:50,280","00:59:53,280","Look out, friends. It's going over.",
"00:59:50,400","00:59:50,500",SPEAKER_32,"00:59:50,280","00:59:53,280","Look out, friends. It's going over.",
"00:59:50,500","00:59:53,199",SPEAKER_14,"00:59:50,280","00:59:53,280","Look out, friends. It's going over.",
"00:59:50,500","00:59:50,599",SPEAKER_07,"00:59:50,280","00:59:53,280","Look out, friends. It's going over.",
"00:59:50,599","00:59:50,699",SPEAKER_32,"00:59:50,280","00:59:53,280","Look out, friends. It's going over.",
"00:59:50,699","00:59:51,000",SPEAKER_07,"00:59:50,280","00:59:53,280","Look out, friends. It's going over.",
"00:59:51,000","00:59:51,199",SPEAKER_32,"00:59:50,280","00:59:53,280","Look out, friends. It's going over.",
"00:59:51,300","00:59:51,400",SPEAKER_32,"00:59:50,280","00:59:53,280","Look out, friends. It's going over.",
"00:59:51,599","00:59:52,000",SPEAKER_32,"00:59:50,280","00:59:53,280","Look out, friends. It's going over.",
"00:59:59,500","01:00:00,000",SPEAKER_07,"00:59:59,280","01:00:03,280","Hey, hang on everybody.",
"01:00:01,199","01:00:02,400",SPEAKER_07,"00:59:59,280","01:00:03,280","Hey, hang on everybody.",
"01:00:08,500","01:00:11,800",SPEAKER_05,"01:00:06,280","01:00:09,280","Well, it can happen to anyone, you know.",
"01:00:12,199","01:00:17,599",SPEAKER_10,"01:00:10,280","01:00:12,280","Well, not much, of course.",
"01:00:17,599","01:00:23,500",SPEAKER_05,"01:00:15,280","01:00:18,280",How can I get it back? There must be a way.,
"01:00:23,500","01:00:30,199",SPEAKER_10,"01:00:20,280","01:00:24,280","Everybody's different, but with me it just happens.",
"01:00:29,900","01:00:29,900",SPEAKER_05,"01:00:27,280","01:00:30,280",I don't think I'll ever invent anything again.,
"01:00:29,900","01:00:30,099",SPEAKER_13,"01:00:27,280","01:00:30,280",I don't think I'll ever invent anything again.,
"01:00:30,199","01:00:30,199",SPEAKER_05,"01:00:27,280","01:00:30,280",I don't think I'll ever invent anything again.,
"01:00:33,599","01:00:36,099",SPEAKER_05,"01:00:33,280","01:00:36,280","Tea time? Oh dear, what's the matter with you, too?",
"01:00:36,400","01:00:39,599",SPEAKER_10,"01:00:36,280","01:00:38,280",You look a bit down in the dunes.,
"01:00:41,199","01:00:45,500",SPEAKER_06,"01:00:38,280","01:00:41,280",You know I might have been a bit overconfident.,
"01:00:45,500","01:00:47,000",SPEAKER_06,"01:00:44,280","01:00:48,280","Oh, hi there.",
"01:00:47,000","01:00:48,400",SPEAKER_05,"01:00:44,280","01:00:48,280","Oh, hi there.",
"01:00:48,400","01:00:48,500",SPEAKER_06,"01:00:48,280","01:00:51,280","Mom, what's the matter with you, too?",
"01:00:48,500","01:00:48,599",SPEAKER_05,"01:00:48,280","01:00:51,280","Mom, what's the matter with you, too?",
"01:00:48,599","01:00:48,599",SPEAKER_06,"01:00:48,280","01:00:51,280","Mom, what's the matter with you, too?",
"01:00:48,599","01:00:48,699",SPEAKER_05,"01:00:48,280","01:00:51,280","Mom, what's the matter with you, too?",
"01:00:49,099","01:00:51,699",SPEAKER_10,"01:00:48,280","01:00:51,280","Mom, what's the matter with you, too?",
"01:00:51,099","01:00:51,599",SPEAKER_05,"01:00:48,280","01:00:51,280","Mom, what's the matter with you, too?",
"01:00:54,199","01:00:56,000",SPEAKER_14,"01:00:53,280","01:00:56,280",You know I might have been a bit overconfident.,
"01:00:59,300","01:01:03,300",SPEAKER_10,"01:00:59,280","01:01:03,280","There's no need to yell. We can hear you. Watch the matter, Sniff.",
"01:01:03,400","01:01:07,199",SPEAKER_41,"01:01:03,280","01:01:07,280",We found a boat on the beach. Come and have a look.,
"01:01:07,900","01:01:10,199",SPEAKER_10,"01:01:07,280","01:01:10,280",A shipwreck washed up on the shore.,
"01:01:10,400","01:01:12,800",SPEAKER_41,"01:01:10,280","01:01:13,280",It's not a wreck and it's got a white sail.,
"01:01:13,099","01:01:13,900",SPEAKER_10,"01:01:10,280","01:01:13,280",It's not a wreck and it's got a white sail.,
"01:01:14,099","01:01:16,800",SPEAKER_41,"01:01:13,280","01:01:14,280",Oh.,
