Speaker_Start,Speaker_Stop,Speaker,Subtitle_Start,Subtitle_End,Text,Global_ID
"01:04:25,699","01:04:27,900",SPEAKER_17,"01:04:25,500","01:04:27,500","Yes, it's nice to have you back again.",G00
"01:04:28,099","01:04:31,099",SPEAKER_32,"01:04:27,500","01:04:29,500","Yes, it's wonderful.",
"01:04:31,199","01:04:31,300",SPEAKER_32,"01:04:29,500","01:04:31,500",Welcome home.,
"01:04:31,500","01:04:31,500",SPEAKER_32,"01:04:29,500","01:04:31,500",Welcome home.,
"01:04:31,500","01:04:32,000",SPEAKER_17,"01:04:29,500","01:04:31,500",Welcome home.,G00
"01:04:32,000","01:04:39,099",SPEAKER_42,"01:04:31,500","01:04:32,500",What is?,
"01:04:40,699","01:04:51,300",SPEAKER_48,"01:04:40,500","01:04:44,500",And so Snork maiden's brief spell as a royal princess came to an end.,
"01:04:56,599","01:04:56,599",SPEAKER_48,"01:04:56,500","01:05:02,500","They loved the laughter and they loved the living, the movements.",
"01:04:56,599","01:05:02,300",SPEAKER_20,"01:04:56,500","01:05:02,500","They loved the laughter and they loved the living, the movements.",G08
"01:05:03,500","01:05:10,000",SPEAKER_20,"01:05:02,500","01:05:10,500",Believing in sharing and caring and giving the movements.,G08
"01:05:11,199","01:05:21,400",SPEAKER_20,"01:05:10,500","01:05:14,500",They're always happy and always at play.,G08
"01:05:18,300","01:05:18,400",SPEAKER_02,"01:05:14,500","01:05:21,500","The movements are having fun day after day, the movements.",
"01:05:22,099","01:05:25,199",SPEAKER_20,"01:05:21,500","01:05:25,500",The movements.,G08
"01:05:25,900","01:05:30,000",SPEAKER_20,"01:05:25,500","01:05:32,500","They loved the laughter and they loved the living, the movements.",G08
"01:05:33,000","01:05:38,099",SPEAKER_20,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,G08
"01:05:38,099","01:05:38,199",SPEAKER_20,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,G08
"01:05:38,199","01:05:38,500",SPEAKER_02,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,
"01:05:38,500","01:05:38,500",SPEAKER_20,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,G08
"01:05:38,500","01:05:38,599",SPEAKER_02,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,
"01:05:38,599","01:05:38,599",SPEAKER_20,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,G08
"01:05:38,599","01:05:38,699",SPEAKER_02,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,
"01:05:40,599","01:05:50,800",SPEAKER_20,"01:05:40,500","01:05:43,500",They're always happy and always at play.,G08
"01:05:51,400","01:05:54,400",SPEAKER_20,"01:05:50,500","01:05:54,500",The movements.,G08
"01:05:55,300","01:05:56,000",SPEAKER_20,"01:05:54,500","01:06:00,500",The movements.,G08
"01:06:20,300","01:06:21,000",SPEAKER_46,"01:06:10,500","01:06:22,500",Here they are for one and all.,
"01:06:21,000","01:06:28,800",SPEAKER_20,"01:06:10,500","01:06:22,500",Here they are for one and all.,G08
"01:06:28,800","01:06:29,199",SPEAKER_44,"01:06:28,500","01:06:31,500",They're for you on your TV.,
"01:06:29,199","01:06:33,000",SPEAKER_20,"01:06:28,500","01:06:31,500",They're for you on your TV.,G08
"01:06:34,199","01:06:35,800",SPEAKER_20,"01:06:31,500","01:06:34,500",They are the movements.,G08
"01:06:37,099","01:06:50,099",SPEAKER_20,"01:06:34,500","01:06:37,500",They are the movements.,G08
"01:06:51,599","01:06:53,000",SPEAKER_20,"01:06:51,500","01:06:54,500",There were the movements.,G08
"01:06:53,000","01:06:53,500",SPEAKER_19,"01:06:51,500","01:06:54,500",There were the movements.,
"01:06:53,900","01:07:01,699",SPEAKER_19,"01:06:51,500","01:06:54,500",There were the movements.,
"01:07:03,000","01:07:04,599",SPEAKER_19,"01:07:00,500","01:07:03,500",There were the movements.,
"01:07:06,699","01:07:06,699",SPEAKER_19,"01:07:06,500","01:07:09,500",There were the movements.,
"01:07:06,699","01:07:09,699",SPEAKER_23,"01:07:06,500","01:07:09,500",There were the movements.,
"01:07:09,900","01:07:15,800",SPEAKER_23,"01:07:09,500","01:07:12,500",There were the movements.,
"01:07:18,199","01:07:27,300",SPEAKER_23,"01:07:15,500","01:07:18,500",There were the movements.,
"01:07:30,500","01:07:30,800",SPEAKER_23,"01:07:28,500","01:07:32,500",There were the movements.,
"01:07:31,500","01:07:31,699",SPEAKER_23,"01:07:28,500","01:07:32,500",There were the movements.,
"01:07:31,800","01:07:31,800",SPEAKER_23,"01:07:28,500","01:07:32,500",There were the movements.,
"01:07:31,900","01:07:32,300",SPEAKER_23,"01:07:28,500","01:07:32,500",There were the movements.,
"01:07:32,900","01:07:39,000",SPEAKER_23,"01:07:32,500","01:07:38,500",There were the movements.,
"01:07:47,199","01:07:49,000",SPEAKER_48,"01:07:46,500","01:07:56,500","With all the planets in outer space, there must be other forms of life different to that on Earth.",
"01:07:49,199","01:07:51,800",SPEAKER_48,"01:07:46,500","01:07:56,500","With all the planets in outer space, there must be other forms of life different to that on Earth.",
"01:07:57,199","01:07:58,599",SPEAKER_48,"01:07:56,500","01:08:01,500",We don't know what they look like because no one from here has ever seen them.,
"01:07:58,900","01:08:00,800",SPEAKER_48,"01:07:56,500","01:08:01,500",We don't know what they look like because no one from here has ever seen them.,
"01:08:07,099","01:08:11,400",SPEAKER_48,"01:08:01,500","01:08:13,500","However, we do know that they don't look like this because this is sniffed one of movement's friends.",
"01:08:11,699","01:08:13,000",SPEAKER_48,"01:08:01,500","01:08:13,500","However, we do know that they don't look like this because this is sniffed one of movement's friends.",
"01:08:41,600","01:08:41,600",SPEAKER_15,"01:08:40,500","01:08:44,500",There were the movements.,
"01:08:58,300","01:09:00,800",SPEAKER_18,"01:08:53,500","01:09:00,500","So, it looks as though the rumor was right.",G02
"01:08:58,399","01:08:58,800",SPEAKER_24,"01:08:53,500","01:09:00,500","So, it looks as though the rumor was right.",
"01:09:01,399","01:09:01,399",SPEAKER_18,"01:09:00,500","01:09:03,500","Oh, what room was that?",G02
"01:09:01,399","01:09:01,399",SPEAKER_24,"01:09:00,500","01:09:03,500","Oh, what room was that?",
"01:09:01,399","01:09:01,399",SPEAKER_18,"01:09:00,500","01:09:03,500","Oh, what room was that?",G02
"01:09:01,399","01:09:01,500",SPEAKER_24,"01:09:00,500","01:09:03,500","Oh, what room was that?",
"01:09:01,500","01:09:02,100",SPEAKER_18,"01:09:00,500","01:09:03,500","Oh, what room was that?",G02
"01:09:02,300","01:09:03,800",SPEAKER_24,"01:09:00,500","01:09:03,500","Oh, what room was that?",
"01:09:03,899","01:09:08,000",SPEAKER_18,"01:09:03,500","01:09:07,500",That we were about to be invaded by aliens from outer space.,G02
"01:09:08,399","01:09:09,199",SPEAKER_18,"01:09:07,500","01:09:10,500","Oh, dear, do you mean that thing that was chasing me",G02
"01:09:09,199","01:09:09,300",SPEAKER_24,"01:09:07,500","01:09:10,500","Oh, dear, do you mean that thing that was chasing me",
"01:09:09,300","01:09:09,300",SPEAKER_18,"01:09:07,500","01:09:10,500","Oh, dear, do you mean that thing that was chasing me",G02
"01:09:09,300","01:09:12,199",SPEAKER_24,"01:09:07,500","01:09:10,500","Oh, dear, do you mean that thing that was chasing me",
"01:09:12,800","01:09:14,000",SPEAKER_18,"01:09:12,500","01:09:13,500","Well, yes.",G02
"01:09:14,000","01:09:16,399",SPEAKER_24,"01:09:13,500","01:09:16,500",I thought they were just after me.,
"01:09:17,000","01:09:22,199",SPEAKER_18,"01:09:16,500","01:09:19,500","I wouldn't have thought you'd have been that important to them, sniff,",G02
"01:09:22,199","01:09:22,199",SPEAKER_32,"01:09:19,500","01:09:22,500","but I suppose you never know, do you?",
"01:09:24,000","01:09:24,000",SPEAKER_18,"01:09:23,500","01:09:26,500",It says here in this book that aliens from outer space,G02
"01:09:24,000","01:09:31,600",SPEAKER_32,"01:09:23,500","01:09:26,500",It says here in this book that aliens from outer space,
"01:09:32,000","01:09:34,399",SPEAKER_32,"01:09:31,500","01:09:34,500",It seemed as though they're quite happy where they are.,
"01:09:35,399","01:09:37,600",SPEAKER_32,"01:09:34,500","01:09:37,500","I do, it's not a very scientific book.",
"01:09:37,800","01:09:41,399",SPEAKER_24,"01:09:37,500","01:09:41,500","Well, it was definitely attacking me, Mom and Papa, I know it was.",
"01:09:41,800","01:09:45,399",SPEAKER_32,"01:09:41,500","01:09:45,500","Well, it might have been a civilization from another planet, sniff.",
"01:09:45,500","01:09:46,800",SPEAKER_24,"01:09:41,500","01:09:45,500","Well, it might have been a civilization from another planet, sniff.",
"01:09:47,399","01:09:47,699",SPEAKER_24,"01:09:45,500","01:09:47,500",They were just hungry.,
"01:09:48,399","01:09:53,199",SPEAKER_24,"01:09:47,500","01:09:48,500",Huh?,
"01:09:48,500","01:09:48,800",SPEAKER_32,"01:09:47,500","01:09:48,500",Huh?,
"01:09:53,500","01:09:55,399",SPEAKER_32,"01:09:48,500","01:09:53,500","Well, the inspector told me that he thought we were being invaded by aliens, and he shouldn't know.",
"01:09:55,699","01:09:57,199",SPEAKER_17,"01:09:55,500","01:09:57,500",I wonder what they look like.,G00
"01:09:58,199","01:10:02,699",SPEAKER_17,"01:09:57,500","01:10:00,500",Why don't you come and help me in the garden?,G00
"01:10:17,699","01:10:19,100",SPEAKER_17,"01:10:17,500","01:10:19,500","Mama, what's that?",G00
"01:10:19,699","01:10:22,100",SPEAKER_17,"01:10:19,500","01:10:22,500","Well, I would say it's not a vegetable, that's for sure.",G00
"01:10:22,199","01:10:22,199",SPEAKER_17,"01:10:19,500","01:10:22,500","Well, I would say it's not a vegetable, that's for sure.",G00
"01:10:22,199","01:10:22,500",SPEAKER_13,"01:10:19,500","01:10:22,500","Well, I would say it's not a vegetable, that's for sure.",
"01:10:22,500","01:10:22,600",SPEAKER_17,"01:10:19,500","01:10:22,500","Well, I would say it's not a vegetable, that's for sure.",G00
"01:10:22,600","01:10:22,600",SPEAKER_13,"01:10:22,500","01:10:25,500",It looks like a flying saucer.,
"01:10:22,600","01:10:24,000",SPEAKER_17,"01:10:22,500","01:10:25,500",It looks like a flying saucer.,G00
"01:10:24,000","01:10:24,000",SPEAKER_13,"01:10:22,500","01:10:25,500",It looks like a flying saucer.,
"01:10:26,000","01:10:27,699",SPEAKER_17,"01:10:25,500","01:10:28,500",I wonder if there are any aliens in it.,G00
"01:10:28,100","01:10:28,199",SPEAKER_13,"01:10:25,500","01:10:28,500",I wonder if there are any aliens in it.,
"01:10:28,199","01:10:29,500",SPEAKER_21,"01:10:25,500","01:10:28,500",I wonder if there are any aliens in it.,G05
"01:10:30,100","01:10:30,800",SPEAKER_17,"01:10:28,500","01:10:30,500","They might be heard, Mama.",G00
"01:10:43,800","01:10:45,100",SPEAKER_13,"01:10:43,500","01:10:46,500",I think there's something there.,
"01:10:49,300","01:10:50,199",SPEAKER_13,"01:10:48,500","01:10:50,500",This looks odd.,
"01:10:50,500","01:10:51,800",SPEAKER_13,"01:10:48,500","01:10:50,500",This looks odd.,
"01:10:52,800","01:10:54,399",SPEAKER_17,"01:10:52,500","01:10:54,500","It's a bit like a radio, isn't it?",G00
"01:10:54,699","01:10:56,399",SPEAKER_17,"01:10:54,500","01:10:56,500","Oh yeah, an alien radio.",G00
"01:10:57,000","01:10:59,199",SPEAKER_17,"01:10:56,500","01:10:59,500",Do you think there's anyone in there moving?,G00
"01:11:01,699","01:11:03,000",SPEAKER_17,"01:11:01,500","01:11:03,500",Anybody there?,G00
"01:11:05,100","01:11:06,800",SPEAKER_17,"01:11:04,500","01:11:07,500",It seems to have been deserted.,G00
"01:11:07,600","01:11:07,600",SPEAKER_27,"01:11:07,500","01:11:10,500",There's a funny noise coming from it.,G08
"01:11:07,600","01:11:09,300",SPEAKER_17,"01:11:07,500","01:11:10,500",There's a funny noise coming from it.,G00
"01:11:11,000","01:11:18,899",SPEAKER_17,"01:11:10,500","01:11:13,500","Well, it doesn't look to me like it could fly again.",G00
"01:11:23,000","01:11:27,000",SPEAKER_17,"01:11:21,500","01:11:25,500",I don't think flying saucers should make that sort of noise.,G00
"01:11:27,000","01:11:29,000",SPEAKER_13,"01:11:25,500","01:11:27,500","Do you, woman?",
"01:11:29,000","01:11:38,000",SPEAKER_27,"01:11:27,500","01:11:30,500","I don't think so, but I don't know very much about them.",G08
"01:11:38,000","01:11:38,100",SPEAKER_21,"01:11:37,500","01:11:39,500",Do you think it will?,G05
"01:11:38,199","01:11:38,199",SPEAKER_21,"01:11:37,500","01:11:39,500",Do you think it will?,G05
"01:11:38,199","01:11:38,199",SPEAKER_27,"01:11:37,500","01:11:39,500",Do you think it will?,G08
"01:11:38,199","01:11:38,300",SPEAKER_00,"01:11:37,500","01:11:39,500",Do you think it will?,
"01:11:38,300","01:11:38,300",SPEAKER_21,"01:11:37,500","01:11:39,500",Do you think it will?,G05
"01:11:38,300","01:11:38,399",SPEAKER_00,"01:11:37,500","01:11:39,500",Do you think it will?,
"01:11:38,399","01:11:38,399",SPEAKER_21,"01:11:37,500","01:11:39,500",Do you think it will?,G05
"01:11:38,399","01:11:38,600",SPEAKER_17,"01:11:37,500","01:11:39,500",Do you think it will?,G00
"01:11:38,600","01:11:38,899",SPEAKER_00,"01:11:37,500","01:11:39,500",Do you think it will?,
"01:11:38,899","01:11:39,100",SPEAKER_17,"01:11:37,500","01:11:39,500",Do you think it will?,G00
"01:11:39,100","01:11:39,100",SPEAKER_21,"01:11:37,500","01:11:39,500",Do you think it will?,G05
"01:11:39,100","01:11:39,300",SPEAKER_27,"01:11:37,500","01:11:39,500",Do you think it will?,G08
"01:11:39,300","01:11:39,300",SPEAKER_21,"01:11:37,500","01:11:39,500",Do you think it will?,G05
"01:11:40,300","01:11:41,000",SPEAKER_27,"01:11:39,500","01:11:41,500",Oh!,G08
"01:11:42,600","01:11:42,699",SPEAKER_21,"01:11:41,500","01:11:45,500","I'm not sure, Mama, but let's get away in case it does explode.",G05
"01:11:42,699","01:11:51,500",SPEAKER_27,"01:11:41,500","01:11:45,500","I'm not sure, Mama, but let's get away in case it does explode.",G08
"01:11:51,500","01:11:51,500",SPEAKER_17,"01:11:49,500","01:11:51,500",I'll take the radio with me.,G00
"01:11:51,500","01:11:51,500",SPEAKER_27,"01:11:49,500","01:11:51,500",I'll take the radio with me.,G08
"01:11:58,699","01:12:00,699",SPEAKER_13,"01:11:58,500","01:12:00,500","It won't be too long now, Mama.",
"01:12:01,000","01:12:02,100",SPEAKER_13,"01:12:00,500","01:12:02,500","No, it won't.",
"01:12:03,600","01:12:04,699",SPEAKER_13,"01:12:03,500","01:12:05,500",Good morning.,
"01:12:08,100","01:12:13,600",SPEAKER_13,"01:12:07,500","01:12:08,500",It's vanished.,
"01:12:23,100","01:12:27,000",SPEAKER_13,"01:12:20,500","01:12:24,500","There's nothing to show it was ever here,",
"01:12:27,399","01:12:28,699",SPEAKER_13,"01:12:24,500","01:12:28,500","except the hole in the ground, and this radio thing.",
"01:12:32,000","01:12:32,000",SPEAKER_32,"01:12:31,500","01:12:33,500",Hmm.,
"01:12:33,800","01:12:34,000",SPEAKER_13,"01:12:33,500","01:12:35,500","Me, is it a radio, Papa?",
"01:12:34,000","01:12:35,199",SPEAKER_27,"01:12:33,500","01:12:35,500","Me, is it a radio, Papa?",G08
"01:12:36,399","01:12:39,100",SPEAKER_32,"01:12:35,500","01:12:38,500",I don't know. It looks a bit like one.,
"01:12:39,600","01:12:41,800",SPEAKER_32,"01:12:38,500","01:12:41,500",Let's try pressing one of these buttons.,
"01:12:42,399","01:12:44,399",SPEAKER_32,"01:12:41,500","01:12:44,500","The red one first, I think.",
"01:12:50,699","01:12:51,300",SPEAKER_15,"01:12:50,500","01:12:52,500",Oh!,
"01:12:52,300","01:12:52,899",SPEAKER_15,"01:12:50,500","01:12:52,500",Oh!,
"01:13:00,300","01:13:00,300",SPEAKER_21,"01:12:59,500","01:13:01,500","Papa, where have you gone?",G05
"01:13:00,300","01:13:05,000",SPEAKER_32,"01:12:59,500","01:13:01,500","Papa, where have you gone?",
"01:13:05,000","01:13:05,100",SPEAKER_17,"01:13:03,500","01:13:06,500","No, I wonder what happens if I press this one.",G00
"01:13:05,100","01:13:06,000",SPEAKER_32,"01:13:03,500","01:13:06,500","No, I wonder what happens if I press this one.",
"01:13:06,000","01:13:06,000",SPEAKER_17,"01:13:03,500","01:13:06,500","No, I wonder what happens if I press this one.",G00
"01:13:06,000","01:13:06,199",SPEAKER_32,"01:13:03,500","01:13:06,500","No, I wonder what happens if I press this one.",
"01:13:06,500","01:13:06,500",SPEAKER_32,"01:13:03,500","01:13:06,500","No, I wonder what happens if I press this one.",
"01:13:06,500","01:13:10,500",SPEAKER_17,"01:13:03,500","01:13:06,500","No, I wonder what happens if I press this one.",G00
"01:13:10,500","01:13:11,000",SPEAKER_32,"01:13:06,500","01:13:10,500","Well, I'm sorry, but I'm afraid I can't see you either, dear.",
"01:13:11,000","01:13:11,000",SPEAKER_17,"01:13:10,500","01:13:12,500",What?,G00
"01:13:15,199","01:13:16,500",SPEAKER_32,"01:13:14,500","01:13:17,500","Oh, I see.",
"01:13:20,000","01:13:24,199",SPEAKER_32,"01:13:19,500","01:13:22,500","So if you press the red button, you become invisible.",
"01:13:25,199","01:13:28,300",SPEAKER_32,"01:13:24,500","01:13:26,500","Papa, I think I'd rather see you, dear.",
"01:13:29,300","01:13:32,100",SPEAKER_32,"01:13:28,500","01:13:32,500","Well, then let's try the yellow one.",
"01:13:33,300","01:13:34,300",SPEAKER_32,"01:13:32,500","01:13:34,500",Can you see me now?,
"01:13:34,899","01:13:35,899",SPEAKER_32,"01:13:34,500","01:13:36,500","No, Papa.",
"01:13:36,199","01:13:37,199",SPEAKER_32,"01:13:34,500","01:13:36,500","No, Papa.",
"01:13:36,899","01:13:37,199",SPEAKER_17,"01:13:36,500","01:13:37,500","Oh, that's odd.",G00
"01:13:37,199","01:13:38,699",SPEAKER_17,"01:13:36,500","01:13:37,500","Oh, that's odd.",G00
"01:13:39,100","01:13:40,199",SPEAKER_32,"01:13:38,500","01:13:40,500","Please, Mama.",
"01:13:40,300","01:13:40,300",SPEAKER_32,"01:13:38,500","01:13:40,500","Please, Mama.",
"01:13:40,300","01:13:41,399",SPEAKER_17,"01:13:38,500","01:13:40,500","Please, Mama.",G00
"01:13:51,800","01:13:52,800",SPEAKER_21,"01:13:50,500","01:13:52,500","Oh, Papa.",G05
"01:13:52,800","01:13:52,800",SPEAKER_17,"01:13:52,500","01:13:54,500","Oh, that's a very dangerous machine.",G00
"01:13:53,300","01:13:58,500",SPEAKER_32,"01:13:52,500","01:13:54,500","Oh, that's a very dangerous machine.",
"01:13:58,600","01:14:01,300",SPEAKER_17,"01:13:58,500","01:14:01,500","No, dear. I didn't like you vanishing like that.",G00
"01:14:01,699","01:14:05,399",SPEAKER_32,"01:14:01,500","01:14:03,500","Well, we must put it somewhere safe, Mama,",
"01:14:05,399","01:14:06,300",SPEAKER_17,"01:14:03,500","01:14:05,500",where the children can't find it.,G00
"01:14:13,699","01:14:16,000",SPEAKER_21,"01:14:13,500","01:14:14,500",Mom!,G05
"01:14:16,000","01:14:21,500",SPEAKER_27,"01:14:14,500","01:14:16,500",Snorke made it. What an earth's the matter.,G08
"01:14:22,000","01:14:24,000",SPEAKER_32,"01:14:21,500","01:14:23,500",Does it look like a jellyfish?,
"01:14:24,100","01:14:24,100",SPEAKER_27,"01:14:23,500","01:14:25,500","No, not at all.",G08
"01:14:24,100","01:14:25,699",SPEAKER_50,"01:14:23,500","01:14:25,500","No, not at all.",
"01:14:25,899","01:14:28,100",SPEAKER_50,"01:14:25,500","01:14:27,500",Little mice keeping an eye on it.,
"01:14:35,199","01:14:42,100",SPEAKER_18,"01:14:34,500","01:14:36,500","Where are you going, Mum and Papa?",G02
"01:14:42,600","01:14:44,000",SPEAKER_18,"01:14:42,500","01:14:45,500","Really, Inspector?",G02
"01:14:46,899","01:14:55,199",SPEAKER_18,"01:14:46,500","01:14:48,500",I was told that a flying saucer,G02
"01:14:55,199","01:14:55,300",SPEAKER_18,"01:14:53,500","01:14:55,500",What have you done with the saucer?,G02
"01:14:55,300","01:14:55,899",SPEAKER_17,"01:14:53,500","01:14:55,500",What have you done with the saucer?,G00
"01:14:55,899","01:14:56,000",SPEAKER_18,"01:14:55,500","01:14:56,500",Nothing.,G02
"01:14:56,300","01:14:58,899",SPEAKER_18,"01:14:55,500","01:14:56,500",Nothing.,G02
"01:14:59,399","01:15:02,000",SPEAKER_17,"01:14:57,500","01:14:59,500",It's not there now.,G00
"01:15:02,300","01:15:03,100",SPEAKER_18,"01:14:59,500","01:15:02,500","It was there, but then it just vanished.",G02
"01:15:03,500","01:15:04,899",SPEAKER_17,"01:15:02,500","01:15:03,500",Vanished?,G00
"01:15:05,500","01:15:08,600",SPEAKER_18,"01:15:03,500","01:15:05,500","Yes, that's right.",G02
"01:15:08,899","01:15:13,000",SPEAKER_17,"01:15:08,500","01:15:10,500","No, it just went woof.",G00
"01:15:13,800","01:15:14,800",SPEAKER_18,"01:15:13,500","01:15:14,500",That's very odd.,G02
"01:15:14,800","01:15:16,100",SPEAKER_17,"01:15:14,500","01:15:16,500","Yes, it was.",G00
"01:15:16,100","01:15:18,899",SPEAKER_18,"01:15:14,500","01:15:16,500","Yes, it was.",G02
"01:15:19,500","01:15:20,100",SPEAKER_18,"01:15:16,500","01:15:19,500",Did you see any aliens on board by any chance?,G02
"01:15:20,699","01:15:22,399",SPEAKER_18,"01:15:20,500","01:15:22,500",Are you telling me the truth?,G02
"01:15:22,600","01:15:22,600",SPEAKER_18,"01:15:22,500","01:15:23,500",Of course.,G02
"01:15:22,600","01:15:25,399",SPEAKER_17,"01:15:22,500","01:15:23,500",Of course.,G00
"01:15:25,399","01:15:25,399",SPEAKER_18,"01:15:23,500","01:15:25,500",Why should I lie to you?,G02
"01:15:25,500","01:15:32,000",SPEAKER_18,"01:15:23,500","01:15:25,500",Why should I lie to you?,G02
"01:15:32,500","01:15:34,600",SPEAKER_17,"01:15:30,500","01:15:32,500",aliens invading Mum and Valley.,G00
"01:15:34,800","01:15:35,699",SPEAKER_18,"01:15:34,500","01:15:36,500",Certainly.,G02
"01:15:37,399","01:15:39,399",SPEAKER_18,"01:15:36,500","01:15:39,500","Where are you all going, by the way?",G02
"01:15:39,899","01:15:42,899",SPEAKER_17,"01:15:39,500","01:15:42,500","Oh, only to the beach to collect shells.",G00
"01:15:42,899","01:15:44,199",SPEAKER_18,"01:15:42,500","01:15:44,500","See you, Inspector.",G02
"01:15:45,500","01:15:49,300",SPEAKER_18,"01:15:44,500","01:15:47,500","Collecting shells indeed,",G02
"01:15:52,000","01:15:52,000",SPEAKER_15,"01:15:50,500","01:15:53,500",Ah! Over here!,
"01:15:52,100","01:15:53,300",SPEAKER_15,"01:15:50,500","01:15:53,500",Ah! Over here!,
"01:15:53,699","01:15:54,500",SPEAKER_15,"01:15:53,500","01:15:55,500",Ah!,
"01:15:55,800","01:15:57,000",SPEAKER_15,"01:15:55,500","01:15:56,500",Ah!,
"01:16:00,100","01:16:01,800",SPEAKER_25,"01:15:59,500","01:16:02,500","Ah, ah, you did the thing now.",
"01:16:02,300","01:16:02,800",SPEAKER_25,"01:15:59,500","01:16:02,500","Ah, ah, you did the thing now.",
"01:16:02,800","01:16:03,000",SPEAKER_15,"01:16:02,500","01:16:05,500","Ah, ah, ah, ah, ah, ah!",
"01:16:03,000","01:16:03,300",SPEAKER_06,"01:16:02,500","01:16:05,500","Ah, ah, ah, ah, ah, ah!",
"01:16:03,300","01:16:03,399",SPEAKER_15,"01:16:02,500","01:16:05,500","Ah, ah, ah, ah, ah, ah!",
"01:16:03,399","01:16:03,500",SPEAKER_06,"01:16:02,500","01:16:05,500","Ah, ah, ah, ah, ah, ah!",
"01:16:03,500","01:16:03,699",SPEAKER_15,"01:16:02,500","01:16:05,500","Ah, ah, ah, ah, ah, ah!",
"01:16:03,699","01:16:03,699",SPEAKER_06,"01:16:02,500","01:16:05,500","Ah, ah, ah, ah, ah, ah!",
"01:16:03,699","01:16:03,699",SPEAKER_32,"01:16:02,500","01:16:05,500","Ah, ah, ah, ah, ah, ah!",
"01:16:03,899","01:16:05,100",SPEAKER_32,"01:16:02,500","01:16:05,500","Ah, ah, ah, ah, ah, ah!",
"01:16:05,800","01:16:07,000",SPEAKER_32,"01:16:05,500","01:16:07,500",Is that an alien?,
"01:16:07,300","01:16:09,899",SPEAKER_06,"01:16:05,500","01:16:07,500",Is that an alien?,
"01:16:09,899","01:16:11,500",SPEAKER_32,"01:16:09,500","01:16:11,500",Have you tried talking to it?,
"01:16:11,500","01:16:13,100",SPEAKER_06,"01:16:09,500","01:16:11,500",Have you tried talking to it?,
"01:16:13,300","01:16:14,399",SPEAKER_32,"01:16:11,500","01:16:13,340","Yes, but it wouldn't answer.",
"01:16:14,800","01:16:16,000",SPEAKER_32,"01:16:13,340","01:16:14,860","Well, let me try.",
"01:16:16,000","01:16:16,500",SPEAKER_25,"01:16:14,860","01:16:17,980",Are you from outer space?,
"01:16:16,500","01:16:16,600",SPEAKER_32,"01:16:14,860","01:16:17,980",Are you from outer space?,
"01:16:16,600","01:16:16,600",SPEAKER_25,"01:16:14,860","01:16:17,980",Are you from outer space?,
"01:16:18,000","01:16:18,000",SPEAKER_32,"01:16:17,980","01:16:18,900",Go show Wattley.,
"01:16:18,000","01:16:23,000",SPEAKER_25,"01:16:17,980","01:16:18,900",Go show Wattley.,
"01:16:25,000","01:16:27,000",SPEAKER_13,"01:16:24,980","01:16:27,780",It looks like an alien child to me.,
"01:16:27,000","01:16:27,100",SPEAKER_27,"01:16:24,980","01:16:27,780",It looks like an alien child to me.,G08
"01:16:27,100","01:16:27,199",SPEAKER_13,"01:16:24,980","01:16:27,780",It looks like an alien child to me.,
"01:16:27,699","01:16:27,699",SPEAKER_13,"01:16:24,980","01:16:27,780",It looks like an alien child to me.,
"01:16:27,699","01:16:32,300",SPEAKER_27,"01:16:24,980","01:16:27,780",It looks like an alien child to me.,G08
"01:16:32,800","01:16:35,100",SPEAKER_32,"01:16:31,260","01:16:32,860",Let's take him home.,
"01:16:45,399","01:16:47,000",SPEAKER_36,"01:16:41,500","01:17:01,580","I'm sorry we can't understand you, but I'm sure you'll like milk, even if you don't",G06
"01:16:49,800","01:16:56,000",SPEAKER_25,"01:16:41,500","01:17:01,580","I'm sorry we can't understand you, but I'm sure you'll like milk, even if you don't",
"01:16:56,000","01:16:56,199",SPEAKER_17,"01:16:41,500","01:17:01,580","I'm sorry we can't understand you, but I'm sure you'll like milk, even if you don't",G00
"01:16:56,199","01:16:56,399",SPEAKER_25,"01:16:41,500","01:17:01,580","I'm sorry we can't understand you, but I'm sure you'll like milk, even if you don't",
"01:16:56,399","01:16:56,500",SPEAKER_17,"01:16:41,500","01:17:01,580","I'm sorry we can't understand you, but I'm sure you'll like milk, even if you don't",G00
"01:16:56,800","01:17:03,899",SPEAKER_17,"01:16:41,500","01:17:01,580","I'm sorry we can't understand you, but I'm sure you'll like milk, even if you don't",G00
"01:17:04,000","01:17:08,199",SPEAKER_26,"01:17:02,580","01:17:06,580",Just try it and see.,
"01:17:07,800","01:17:18,699",SPEAKER_27,"01:17:06,580","01:17:09,620",I think he's missing his home.,G08
"01:17:19,199","01:17:22,600",SPEAKER_27,"01:17:18,860","01:17:23,060",But he's obviously missing them and he seems very unhappy.,G08
"01:17:23,000","01:17:23,000",SPEAKER_27,"01:17:18,860","01:17:23,060",But he's obviously missing them and he seems very unhappy.,G08
